Member_number,Date,itemDescription
1432,18/02/14,specialty bar
2381,15/11/14,chocolate
2941,15/04/14,bottled water
3213,07/05/14,hygiene articles
4629,24/09/14,shopping bags
4375,01/08/14,domestic eggs
4832,30/01/14,curd
2765,09/02/14,fruit/vegetable juice
3292,08/08/14,red/blush wine
4578,26/04/14,shopping bags
2979,03/11/14,domestic eggs
4738,26/02/14,grapes
1248,24/07/14,packaged fruit/vegetables
1786,12/06/14,frozen vegetables
2076,13/10/14,whole milk
2606,11/01/14,candles
1320,07/10/14,coffee
2017,23/09/14,whipped/sour cream
3201,30/03/14,flower (seeds)
3480,29/08/14,baking powder
4227,08/08/14,rolls/buns
1299,20/11/14,white bread
1956,13/01/14,butter
1645,26/01/14,pastry
3010,14/02/14,other vegetables
4741,07/08/14,flower (seeds)
4659,26/12/14,pasta
1882,23/08/14,grapes
3164,14/02/14,coffee
3112,03/07/14,domestic eggs
3622,03/12/14,bottled water
1929,14/02/14,soda
2231,27/03/14,berries
2164,16/06/14,cream cheese 
4613,02/11/14,pet care
3947,08/02/14,chewing gum
2345,11/11/14,flour
3511,28/08/14,citrus fruit
2645,15/11/14,napkins
3338,26/05/14,pasta
2440,28/01/14,domestic eggs
1101,07/09/14,processed cheese
2886,12/12/14,butter
4293,17/04/14,herbs
1053,23/05/14,sugar
3856,12/05/14,cereals
3812,11/07/14,long life bakery product
2301,25/08/14,domestic eggs
3396,19/01/14,whole milk
3604,07/08/14,soda
2089,10/08/14,pasta
3372,25/02/14,canned beer
3761,12/09/14,liquor (appetizer)
3872,23/08/14,salty snack
4868,10/02/14,brown bread
2748,02/04/14,processed cheese
3965,20/03/14,rolls/buns
1132,22/11/14,whole milk
4298,20/10/14,salty snack
4947,24/11/14,rum
3466,09/12/14,salt
4601,12/11/14,ketchup
2307,25/04/14,soft cheese
1182,20/06/14,mustard
4473,21/12/14,canned beer
4529,26/10/14,other vegetables
2388,09/05/14,brown bread
4870,30/06/14,root vegetables
1246,02/05/14,canned beer
4904,06/12/14,frozen vegetables
4085,08/05/14,whipped/sour cream
3024,23/12/14,detergent
1259,20/04/14,shopping bags
4110,15/03/14,red/blush wine
4374,19/09/14,fruit/vegetable juice
4316,02/01/14,candy
2779,16/03/14,cream cheese 
3583,13/09/14,whipped/sour cream
3938,29/07/14,white bread
4319,29/05/14,detergent
3721,18/11/14,waffles
3060,31/07/14,fruit/vegetable juice
2365,02/06/14,margarine
3094,18/11/14,white bread
4913,06/01/14,whipped/sour cream
2468,11/08/14,whole milk
2726,30/11/14,yogurt
3247,27/09/14,yogurt
4787,18/12/14,cling film/bags
4024,22/11/14,dog food
1658,03/01/14,flour
1624,18/08/14,beverages
2316,17/02/14,pip fruit
2421,13/02/14,rolls/buns
1947,16/07/14,bottled beer
4815,24/01/14,coffee
4360,14/12/14,domestic eggs
3629,02/05/14,other vegetables
3863,12/09/14,red/blush wine
4517,26/10/14,coffee
1145,05/06/14,other vegetables
4391,24/10/14,napkins
3205,03/06/14,whipped/sour cream
1560,16/05/14,salty snack
1602,30/09/14,butter
3084,22/01/14,other vegetables
2982,05/01/14,sugar
2730,10/11/14,domestic eggs
3805,02/01/14,white bread
4711,21/06/14,domestic eggs
3344,02/05/14,cling film/bags
3583,09/02/14,pet care
4864,27/12/14,ice cream
4305,17/11/14,specialty cheese
4316,05/10/14,soft cheese
2222,31/07/14,seasonal products
4257,04/06/14,soft cheese
1923,02/06/14,tropical fruit
1139,20/10/14,pickled vegetables
2862,09/12/14,soda
4279,27/01/14,butter milk
1383,25/08/14,rolls/buns
2331,13/10/14,shopping bags
3673,09/05/14,domestic eggs
4556,12/10/14,whipped/sour cream
3219,21/01/14,whole milk
1338,03/04/14,curd
4261,28/09/14,napkins
4040,27/06/14,hygiene articles
3582,27/05/14,whole milk
1938,21/08/14,pastry
2247,19/11/14,domestic eggs
4789,11/02/14,domestic eggs
4804,26/11/14,bottled beer
3781,06/07/14,margarine
3902,19/06/14,canned beer
3056,31/03/14,fruit/vegetable juice
2106,06/09/14,whole milk
1839,20/03/14,zwieback
4933,03/03/14,other vegetables
3338,18/11/14,other vegetables
3442,11/11/14,root vegetables
2175,17/03/14,soft cheese
3808,19/02/14,other vegetables
1951,23/06/14,curd
3010,21/01/14,root vegetables
1379,04/06/14,margarine
3246,28/12/14,dessert
4649,05/10/14,root vegetables
3560,25/11/14,whole milk
4532,30/11/14,other vegetables
1767,08/11/14,root vegetables
2942,31/10/14,domestic eggs
1473,01/05/14,rolls/buns
1831,13/12/14,chocolate
4137,14/09/14,napkins
3094,15/12/14,waffles
1404,26/01/14,cleaner
2389,27/01/14,butter milk
2349,03/06/14,red/blush wine
4746,12/02/14,bottled water
3009,27/12/14,flour
4736,10/02/14,curd
3133,01/04/14,yogurt
3150,31/03/14,pastry
3707,10/12/14,herbs
2442,24/02/14,cream cheese 
2244,09/11/14,whole milk
2680,23/11/14,instant coffee
3006,20/06/14,margarine
4792,16/10/14,bottled water
3716,27/07/14,sweet spreads
4847,01/02/14,other vegetables
1497,26/05/14,tea
4235,13/05/14,seasonal products
3686,03/03/14,specialty chocolate
3866,19/10/14,bottled beer
1827,27/11/14,pip fruit
2133,27/04/14,other vegetables
4039,30/04/14,beverages
1612,25/12/14,soups
1967,07/10/14,soda
4953,23/10/14,rolls/buns
3893,16/05/14,roll products 
3217,12/08/14,bottled beer
2712,09/06/14,frozen meals
4525,22/06/14,waffles
3665,15/11/14,hygiene articles
2708,25/05/14,coffee
3046,28/02/14,soda
3437,19/09/14,pickled vegetables
1954,13/06/14,dishes
2781,08/10/14,whipped/sour cream
1129,18/04/14,white wine
3400,15/02/14,hard cheese
2133,08/11/14,fruit/vegetable juice
4622,11/09/14,shopping bags
2796,21/09/14,cling film/bags
4925,04/10/14,shopping bags
4760,16/12/14,dishes
1272,27/07/14,cleaner
3165,07/05/14,whole milk
3839,13/09/14,rice
1110,30/05/14,yogurt
2744,20/03/14,margarine
1685,03/06/14,bottled water
3435,08/11/14,butter
3316,10/09/14,seasonal products
3284,01/04/14,coffee
1896,20/11/14,domestic eggs
4538,22/06/14,fruit/vegetable juice
3072,18/06/14,newspapers
2102,21/07/14,yogurt
4685,29/09/14,pet care
3617,28/07/14,oil
1013,15/07/14,mustard
4616,29/07/14,ice cream
2561,19/04/14,frozen fish
2357,25/05/14,frozen meals
3423,11/07/14,fruit/vegetable juice
3259,12/03/14,shopping bags
4764,29/05/14,brown bread
1548,04/05/14,bottled beer
3209,15/03/14,rolls/buns
1562,30/07/14,soda
3849,15/12/14,beverages
4168,03/12/14,whipped/sour cream
3979,26/02/14,ice cream
1665,20/08/14,canned beer
1517,03/09/14,coffee
4894,05/07/14,brown bread
3058,12/03/14,rolls/buns
4036,20/06/14,honey
3240,31/10/14,canned beer
3784,04/03/14,chocolate
4290,30/06/14,yogurt
3264,27/02/14,whipped/sour cream
1092,10/12/14,newspapers
1035,25/06/14,frozen vegetables
1985,06/06/14,bottled water
2569,14/10/14,margarine
3237,14/10/14,roll products 
1966,18/08/14,yogurt
4935,19/03/14,cling film/bags
1569,19/01/14,pastry
1964,01/12/14,brown bread
4743,31/05/14,napkins
1353,25/06/14,root vegetables
3808,18/11/14,bottled water
2944,19/12/14,newspapers
1327,26/09/14,canned vegetables
3201,28/12/14,bottled water
3263,17/04/14,soda
4799,28/06/14,hygiene articles
3674,26/04/14,frozen vegetables
2453,05/02/14,rolls/buns
2274,14/08/14,yogurt
4705,20/10/14,frozen vegetables
1580,11/09/14,canned beer
3509,02/09/14,bottled water
4999,09/04/14,newspapers
2803,10/08/14,curd
2448,15/07/14,hard cheese
4823,16/09/14,rolls/buns
3084,27/10/14,white wine
2928,12/12/14,frozen fish
2990,31/05/14,UHT-milk
2440,08/07/14,whole milk
1896,13/02/14,newspapers
1204,13/04/14,beverages
4119,24/10/14,frozen vegetables
1978,22/02/14,cookware
1572,03/07/14,candy
4562,06/11/14,rolls/buns
1032,26/01/14,newspapers
4124,31/08/14,shopping bags
1566,05/11/14,frozen meals
1751,15/02/14,candy
4104,04/09/14,bottled water
2026,14/11/14,napkins
2538,01/03/14,pastry
2620,09/05/14,rolls/buns
2489,10/06/14,shopping bags
4650,07/10/14,UHT-milk
3525,09/07/14,soda
3614,20/09/14,spices
2301,08/11/14,yogurt
2294,14/01/14,whipped/sour cream
1152,26/12/14,soda
4887,12/11/14,chocolate
1995,29/10/14,brown bread
1725,21/09/14,newspapers
1258,04/05/14,coffee
4376,02/05/14,rolls/buns
2993,17/11/14,napkins
2534,09/02/14,long life bakery product
3757,23/10/14,frozen vegetables
3689,09/02/14,zwieback
4130,04/03/14,soft cheese
1018,27/05/14,cake bar
3027,29/04/14,frozen vegetables
3959,21/05/14,instant coffee
4453,01/12/14,oil
3427,11/05/14,specialty chocolate
4733,21/08/14,curd cheese
3599,23/12/14,cleaner
1190,25/11/14,meat spreads
2298,17/12/14,napkins
2177,02/10/14,domestic eggs
1779,07/06/14,rolls/buns
3721,02/08/14,brown bread
2256,24/11/14,butter
4671,16/07/14,whole milk
4299,26/02/14,cake bar
4679,08/03/14,pudding powder
2872,04/08/14,domestic eggs
3517,27/11/14,brown bread
3194,26/10/14,soda
2860,08/07/14,chocolate
1296,14/12/14,bottled beer
3041,04/07/14,whipped/sour cream
2690,02/01/14,grapes
4531,17/12/14,flour
1407,15/07/14,pasta
2271,16/07/14,coffee
4213,06/11/14,rolls/buns
2743,09/08/14,shopping bags
4879,01/05/14,fruit/vegetable juice
3425,05/01/14,soda
3175,18/11/14,processed cheese
1868,25/02/14,newspapers
3669,14/10/14,bottled water
4623,05/07/14,salty snack
3232,01/07/14,soda
1499,22/02/14,soda
3502,19/05/14,fruit/vegetable juice
2785,30/12/14,chocolate
4762,07/02/14,misc. beverages
1605,17/08/14,rolls/buns
4786,30/11/14,dish cleaner
3786,22/10/14,bottled water
4831,16/08/14,bottled beer
4620,23/06/14,bottled beer
1316,31/05/14,curd
1116,06/03/14,napkins
2746,20/05/14,pickled vegetables
3258,10/04/14,specialty cheese
1193,16/02/14,shopping bags
2602,18/04/14,cream cheese 
1098,19/07/14,candy
4733,09/11/14,shopping bags
3920,23/02/14,brown bread
3255,23/01/14,semi-finished bread
2713,21/05/14,canned beer
4068,29/06/14,canned beer
2369,07/01/14,soda
1547,09/03/14,long life bakery product
3183,24/09/14,brown bread
3484,04/07/14,frozen meals
3226,22/07/14,chocolate
4437,03/12/14,oil
1908,12/06/14,mustard
3678,23/01/14,specialty bar
2076,06/09/14,rolls/buns
2175,26/12/14,shopping bags
4582,23/04/14,cat food
1852,08/09/14,shopping bags
2148,25/01/14,cream cheese 
3898,25/08/14,newspapers
4009,19/02/14,cream cheese 
1527,15/04/14,soda
4269,30/12/14,curd cheese
1998,14/06/14,sauces
1230,17/12/14,canned beer
2142,25/10/14,frozen vegetables
2897,07/11/14,curd
3288,20/04/14,frozen chicken
2155,03/06/14,soda
2049,02/09/14,dessert
4663,18/04/14,whole milk
3521,10/10/14,rolls/buns
4407,06/06/14,liquor (appetizer)
3526,18/05/14,specialty cheese
3005,18/04/14,coffee
3083,29/03/14,whole milk
4046,29/12/14,semi-finished bread
2332,18/07/14,flower (seeds)
4376,01/08/14,cereals
2578,30/01/14,whole milk
4089,15/03/14,hamburger meat
4674,18/02/14,other vegetables
3639,05/01/14,flower (seeds)
4160,05/09/14,soda
2766,01/12/14,long life bakery product
1754,07/06/14,bottled water
3550,06/12/14,yogurt
1736,30/09/14,root vegetables
1315,11/12/14,hygiene articles
3633,12/10/14,oil
3425,15/12/14,rolls/buns
2697,07/07/14,soft cheese
3659,12/11/14,canned beer
1466,16/05/14,beverages
4440,12/02/14,newspapers
1280,17/04/14,ice cream
4375,30/10/14,frozen fish
3208,10/12/14,newspapers
4305,02/09/14,flower (seeds)
2525,04/03/14,chocolate
1498,23/08/14,rolls/buns
4108,27/08/14,domestic eggs
3249,02/04/14,beverages
2131,11/07/14,other vegetables
4886,21/08/14,coffee
1023,22/05/14,curd
2875,30/04/14,herbs
3407,16/12/14,cling film/bags
1632,29/05/14,newspapers
2668,01/12/14,other vegetables
3745,25/05/14,bottled water
1712,12/04/14,rice
4009,21/12/14,soda
4522,04/10/14,other vegetables
4852,24/01/14,waffles
3862,26/12/14,salty snack
3538,28/11/14,pet care
3821,14/12/14,whipped/sour cream
1889,20/06/14,rolls/buns
3963,01/06/14,domestic eggs
1478,07/07/14,pastry
2788,17/04/14,pickled vegetables
3822,23/12/14,fruit/vegetable juice
1728,18/10/14,processed cheese
3016,23/05/14,pastry
2018,13/04/14,bottled beer
3139,23/01/14,rum
2823,07/08/14,napkins
1820,23/01/14,butter milk
1596,10/09/14,other vegetables
3333,12/05/14,other vegetables
2408,02/08/14,shopping bags
1303,27/09/14,detergent
2835,11/08/14,rolls/buns
1921,17/08/14,hygiene articles
3313,23/11/14,white bread
2772,04/04/14,shopping bags
1929,03/02/14,newspapers
3066,17/10/14,long life bakery product
4176,25/09/14,shopping bags
1544,18/03/14,cat food
3479,07/06/14,long life bakery product
2321,06/02/14,chocolate
2076,14/01/14,salty snack
3761,25/12/14,long life bakery product
2229,07/10/14,rolls/buns
3612,12/03/14,shopping bags
4842,25/03/14,UHT-milk
2725,05/01/14,baking powder
1917,26/01/14,curd cheese
2276,29/11/14,yogurt
3964,30/01/14,pastry
4469,13/09/14,curd
1307,29/08/14,sugar
3343,11/02/14,hygiene articles
1903,15/08/14,dish cleaner
3354,11/12/14,beverages
2580,03/04/14,salad dressing
2685,11/02/14,whole milk
1761,18/10/14,hygiene articles
3475,01/09/14,canned fish
2758,07/12/14,cream cheese 
1450,08/12/14,misc. beverages
2832,07/07/14,newspapers
2709,18/05/14,bottled water
1820,11/01/14,butter milk
2186,19/06/14,whole milk
2341,23/03/14,toilet cleaner
3386,10/05/14,soda
2160,07/11/14,white bread
2754,20/11/14,margarine
3280,07/06/14,soda
2578,07/11/14,shopping bags
1822,04/03/14,bottled beer
3644,16/04/14,photo/film
4144,08/01/14,bottled beer
4464,23/01/14,coffee
1530,11/10/14,condensed milk
2730,17/03/14,salty snack
4983,14/07/14,shopping bags
2847,13/06/14,yogurt
4941,13/08/14,butter milk
3842,03/03/14,pastry
3005,26/07/14,frozen meals
2218,25/12/14,brown bread
1797,14/11/14,sliced cheese
1870,17/06/14,rolls/buns
2107,24/02/14,salty snack
1211,09/11/14,margarine
3397,07/10/14,white bread
4260,01/01/14,brown bread
4416,30/07/14,newspapers
4094,22/01/14,margarine
2813,20/12/14,yogurt
2001,14/11/14,napkins
3631,12/09/14,frozen vegetables
4922,21/04/14,liquor (appetizer)
1102,14/02/14,frozen vegetables
4274,24/02/14,rolls/buns
1022,25/03/14,whipped/sour cream
4433,16/02/14,grapes
4567,31/05/14,coffee
3793,26/05/14,soda
4448,11/06/14,curd
3491,19/06/14,cat food
1684,17/02/14,curd
3250,19/10/14,root vegetables
3306,05/02/14,dog food
3923,19/12/14,bottled water
1099,18/07/14,brown bread
1005,09/01/14,rolls/buns
2593,13/04/14,shopping bags
1657,04/03/14,rolls/buns
4059,13/06/14,bottled water
2094,02/03/14,whole milk
1124,23/08/14,soda
2967,23/01/14,flower (seeds)
4685,16/07/14,hygiene articles
3254,02/03/14,other vegetables
2151,15/08/14,pip fruit
2950,17/10/14,margarine
2497,06/08/14,whole milk
3034,14/12/14,soap
1269,14/04/14,seasonal products
3127,03/12/14,bottled water
3614,06/01/14,frozen meals
1233,28/08/14,rolls/buns
3063,13/12/14,flour
3410,22/02/14,pastry
2070,20/12/14,frozen dessert
1975,09/01/14,soups
3912,08/12/14,cream cheese 
1544,24/04/14,brown bread
1508,28/09/14,yogurt
3342,06/09/14,brandy
2964,22/09/14,UHT-milk
1752,23/11/14,cake bar
4908,08/05/14,flour
2559,31/07/14,napkins
3926,10/02/14,cat food
2975,27/03/14,flower (seeds)
3443,26/09/14,domestic eggs
4712,07/09/14,newspapers
2041,09/05/14,long life bakery product
4718,08/03/14,hygiene articles
3584,18/11/14,soda
4691,08/05/14,specialty chocolate
4226,08/09/14,specialty bar
3221,30/01/14,chocolate
3874,19/07/14,fruit/vegetable juice
1866,09/02/14,specialty chocolate
3139,26/06/14,misc. beverages
4131,02/07/14,rolls/buns
2961,31/07/14,canned fruit
3651,09/09/14,brown bread
4137,25/06/14,domestic eggs
4997,05/01/14,canned beer
3348,30/03/14,frozen vegetables
4700,19/10/14,baking powder
3190,26/08/14,kitchen towels
4772,02/06/14,sauces
2070,29/03/14,candy
2512,19/12/14,shopping bags
3783,07/11/14,canned beer
3681,09/06/14,frozen vegetables
1620,27/02/14,sparkling wine
1580,19/05/14,chewing gum
4268,12/07/14,margarine
1770,01/07/14,mayonnaise
1077,17/07/14,pasta
2310,22/04/14,yogurt
1879,08/11/14,rolls/buns
2293,30/07/14,bottled water
3324,07/05/14,other vegetables
2149,16/08/14,sugar
4380,12/08/14,red/blush wine
3268,23/01/14,white bread
2562,13/07/14,meat spreads
4092,19/06/14,root vegetables
1486,02/12/14,candles
2538,15/10/14,pastry
1254,03/03/14,napkins
2716,09/06/14,soda
4101,27/11/14,brown bread
4259,20/12/14,domestic eggs
2252,08/08/14,domestic eggs
4705,18/02/14,mayonnaise
3882,15/08/14,butter milk
1919,06/12/14,white wine
3915,09/08/14,bathroom cleaner
1115,31/07/14,root vegetables
1260,04/10/14,shopping bags
3107,13/12/14,chocolate
4196,03/02/14,flower (seeds)
3303,10/01/14,dishes
1575,20/09/14,shopping bags
3390,02/12/14,shopping bags
3487,22/05/14,frozen vegetables
4373,16/05/14,bottled water
3348,29/10/14,cat food
2030,29/01/14,berries
2836,04/10/14,shopping bags
3364,14/07/14,other vegetables
3366,28/05/14,softener
3929,10/01/14,dish cleaner
1017,21/02/14,root vegetables
1456,12/08/14,shopping bags
3344,21/01/14,bottled water
4649,06/01/14,soda
4566,31/10/14,red/blush wine
1922,07/01/14,whipped/sour cream
3090,19/03/14,rolls/buns
3383,13/11/14,syrup
3284,27/01/14,oil
3905,03/02/14,meat spreads
3768,31/07/14,frozen vegetables
3464,30/06/14,chocolate
2742,07/07/14,UHT-milk
2019,10/06/14,candy
3131,03/12/14,soda
3502,15/06/14,shopping bags
3077,01/04/14,domestic eggs
1298,26/07/14,rolls/buns
2740,16/06/14,whipped/sour cream
2933,01/08/14,seasonal products
4650,12/07/14,shopping bags
3622,28/09/14,cereals
4526,17/12/14,soda
4467,11/12/14,soda
1302,22/11/14,bottled water
2322,15/02/14,cake bar
2212,08/06/14,soda
1905,31/01/14,soups
3413,27/10/14,bottled water
3437,07/11/14,frozen vegetables
2758,26/05/14,flour
3942,18/04/14,shopping bags
2479,09/03/14,brown bread
4773,16/12/14,bottled beer
4480,12/06/14,chocolate
2562,17/05/14,coffee
2069,12/11/14,newspapers
4646,11/12/14,specialty fat
4960,28/10/14,chewing gum
2278,15/03/14,hygiene articles
1154,15/05/14,rolls/buns
4536,11/05/14,root vegetables
2982,22/10/14,margarine
3098,29/05/14,sugar
1523,20/03/14,oil
1796,15/11/14,rolls/buns
2086,02/12/14,root vegetables
1770,15/05/14,pickled vegetables
2801,17/06/14,other vegetables
3848,16/01/14,frozen vegetables
1682,18/01/14,newspapers
1793,30/09/14,chocolate
4831,29/07/14,rolls/buns
3451,08/06/14,yogurt
1791,02/10/14,bottled water
1352,03/03/14,bottled water
3003,22/04/14,shopping bags
2067,03/07/14,brown bread
2042,19/12/14,newspapers
2303,30/07/14,white wine
1768,22/07/14,butter milk
2139,02/03/14,butter milk
1917,09/10/14,curd
1418,21/06/14,curd
2134,17/01/14,bottled water
3354,14/05/14,female sanitary products
4109,05/12/14,rolls/buns
1377,11/12/14,tea
4360,27/09/14,margarine
2590,27/08/14,snack products
2358,08/08/14,berries
2191,22/10/14,red/blush wine
2719,18/12/14,root vegetables
1908,29/10/14,canned beer
1410,11/02/14,bottled water
2815,05/08/14,yogurt
3304,15/11/14,white bread
1608,14/01/14,ice cream
1427,04/02/14,red/blush wine
1709,22/08/14,coffee
1342,20/08/14,margarine
3593,11/03/14,dish cleaner
1057,08/06/14,UHT-milk
2288,16/10/14,fruit/vegetable juice
1922,07/11/14,root vegetables
3166,22/06/14,specialty bar
3733,23/05/14,butter
1837,27/02/14,long life bakery product
2619,24/12/14,whole milk
1657,29/04/14,frozen meals
3919,08/02/14,bottled beer
2354,20/08/14,Instant food products
4018,23/11/14,napkins
4968,05/11/14,canned vegetables
1050,15/02/14,beverages
1540,27/11/14,pastry
1101,25/12/14,sparkling wine
4354,30/07/14,grapes
2038,23/07/14,pastry
2853,26/10/14,semi-finished bread
4830,04/01/14,ice cream
4434,29/11/14,chocolate
2400,08/03/14,white bread
3918,20/03/14,napkins
1062,26/01/14,sauces
1866,14/08/14,other vegetables
3389,20/07/14,newspapers
3082,21/05/14,fruit/vegetable juice
4363,30/05/14,coffee
1941,29/01/14,rolls/buns
3932,07/05/14,bottled beer
3787,02/03/14,pasta
2196,28/06/14,sliced cheese
1587,01/09/14,skin care
4066,01/11/14,chewing gum
2733,05/05/14,bottled water
4656,19/06/14,cat food
3107,12/12/14,waffles
1171,01/03/14,whipped/sour cream
3321,19/04/14,salty snack
3908,27/04/14,pastry
2916,06/12/14,bottled beer
2334,03/02/14,rolls/buns
1736,10/09/14,long life bakery product
2663,13/05/14,bottled water
2689,27/08/14,curd
1174,29/12/14,cling film/bags
3194,22/10/14,soda
1661,29/08/14,frozen fruits
4956,20/11/14,pot plants
3668,11/08/14,fruit/vegetable juice
3816,24/10/14,packaged fruit/vegetables
3077,15/05/14,curd
2542,01/01/14,bottled water
1245,12/07/14,soft cheese
3571,03/02/14,curd
1427,12/02/14,canned fish
3050,11/11/14,waffles
2550,27/02/14,whole milk
3524,05/09/14,dessert
4626,02/07/14,pastry
2178,14/04/14,root vegetables
1526,21/07/14,shopping bags
3075,09/02/14,hard cheese
1381,01/01/14,soda
2361,04/01/14,whipped/sour cream
3507,09/08/14,UHT-milk
1225,03/03/14,curd
4745,28/03/14,bottled water
4623,25/06/14,frozen vegetables
2727,29/05/14,bottled beer
4147,25/08/14,napkins
4223,20/03/14,frozen meals
2604,03/04/14,butter milk
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
