Member_number,Date,itemDescription
3164,30/04/15,pork
3601,01/04/15,meat
3176,25/05/15,whole milk
2568,22/07/15,tropical fruit
1856,26/10/15,tropical fruit
3859,30/09/15,nuts/prunes
1668,21/08/15,female sanitary products
4499,23/08/15,other vegetables
1753,21/08/15,pickled vegetables
3829,25/06/15,tropical fruit
4825,08/01/15,root vegetables
3694,10/11/15,other vegetables
4147,02/01/15,bottled beer
2196,09/10/15,house keeping products
2229,22/05/15,rolls/buns
4724,03/09/15,hamburger meat
3066,11/10/15,other vegetables
1120,08/06/15,other vegetables
4769,22/08/15,meat
4711,17/09/15,napkins
2391,22/06/15,hamburger meat
1216,04/03/15,onions
3154,14/05/15,grapes
3911,30/07/15,dessert
3111,15/10/15,whole milk
1385,26/11/15,frozen vegetables
1158,21/03/15,citrus fruit
2733,22/07/15,yogurt
4999,26/12/15,herbs
2882,12/06/15,other vegetables
2590,25/06/15,dog food
4249,04/08/15,bottled water
3012,03/05/15,onions
1533,07/11/15,other vegetables
1667,12/01/15,onions
4323,13/05/15,beef
2087,22/02/15,citrus fruit
1853,31/05/15,ice cream
2157,29/10/15,meat
1136,29/10/15,beef
2049,07/10/15,whole milk
3122,02/05/15,chicken
2245,15/05/15,whole milk
4746,18/10/15,ham
4224,24/02/15,tropical fruit
4219,19/03/15,other vegetables
2641,01/01/15,other vegetables
3173,25/07/15,root vegetables
2191,19/10/15,root vegetables
4212,07/04/15,whipped/sour cream
1902,01/12/15,butter
1347,27/03/15,pip fruit
1578,23/06/15,bottled beer
1264,23/11/15,curd
4632,30/09/15,canned beer
3452,01/11/15,other vegetables
4822,10/02/15,whole milk
3987,18/06/15,pip fruit
1672,07/10/15,yogurt
4864,01/12/15,oil
3368,09/03/15,domestic eggs
1283,22/09/15,chicken
4428,28/06/15,sugar
2577,25/10/15,dessert
1973,24/10/15,specialty chocolate
3284,23/01/15,newspapers
1905,19/05/15,other vegetables
2226,09/03/15,whole milk
1932,04/09/15,zwieback
4506,11/08/15,bottled water
1843,27/11/15,root vegetables
3973,27/07/15,coffee
1651,28/07/15,chicken
3997,12/10/15,bottled beer
4796,25/08/15,other vegetables
1245,24/09/15,other vegetables
3579,17/08/15,other vegetables
4387,10/02/15,baking powder
2496,29/06/15,shopping bags
3590,28/03/15,other vegetables
2890,26/04/15,newspapers
1401,27/01/15,soda
3297,21/05/15,meat
2867,23/12/15,bottled water
1365,20/05/15,other vegetables
2355,24/07/15,bottled beer
1170,19/03/15,sparkling wine
3554,21/03/15,meat
4171,26/01/15,newspapers
3963,17/09/15,pork
3076,08/12/15,butter milk
1629,17/05/15,ham
1366,30/05/15,waffles
3677,29/07/15,rolls/buns
2844,21/05/15,whipped/sour cream
4509,28/09/15,soda
3245,11/05/15,chocolate
2294,22/06/15,tropical fruit
1234,20/11/15,root vegetables
3001,24/12/15,chicken
3587,05/08/15,pastry
2700,22/01/15,tropical fruit
3838,14/12/15,red/blush wine
4045,22/12/15,whole milk
1858,25/04/15,yogurt
2280,11/01/15,organic products
2454,06/04/15,rolls/buns
4437,09/10/15,hard cheese
1685,30/03/15,pickled vegetables
2349,26/02/15,whole milk
1463,24/12/15,root vegetables
3470,19/02/15,zwieback
4914,29/11/15,whole milk
2448,31/08/15,rolls/buns
3387,10/05/15,whole milk
3167,04/11/15,hygiene articles
3175,17/03/15,curd
2678,21/09/15,rolls/buns
4627,18/12/15,curd
1773,17/10/15,pip fruit
3100,23/05/15,rolls/buns
3232,29/05/15,other vegetables
3673,12/08/15,butter milk
4068,19/11/15,tropical fruit
2340,07/10/15,beef
1930,01/03/15,soda
3526,02/06/15,coffee
1617,10/02/15,dessert
1028,11/07/15,root vegetables
4440,01/12/15,root vegetables
3554,23/07/15,root vegetables
1632,15/12/15,rolls/buns
1429,07/02/15,pip fruit
1225,20/05/15,brown bread
2509,15/07/15,rolls/buns
4945,02/08/15,butter
4342,18/03/15,rolls/buns
1832,28/09/15,candles
1518,21/06/15,yogurt
1512,20/09/15,domestic eggs
4818,20/03/15,pastry
4686,19/08/15,whole milk
4986,01/02/15,other vegetables
2755,06/02/15,fruit/vegetable juice
4532,29/11/15,chicken
2070,16/08/15,pip fruit
1894,09/05/15,soda
3473,25/01/15,whole milk
2140,28/09/15,root vegetables
3286,23/12/15,yogurt
4729,08/04/15,frozen vegetables
3204,20/02/15,oil
1574,18/04/15,whipped/sour cream
3361,22/07/15,beef
1776,25/02/15,UHT-milk
2009,11/10/15,soda
3479,24/03/15,soda
2394,22/11/15,whole milk
1337,25/12/15,bottled water
3574,13/06/15,domestic eggs
1727,18/07/15,beef
1016,05/10/15,bottled beer
4326,21/01/15,whole milk
2212,22/09/15,other vegetables
1990,01/08/15,tropical fruit
3836,06/12/15,other vegetables
4560,01/07/15,other vegetables
1119,04/02/15,whole milk
1379,18/05/15,dishes
1658,03/09/15,dish cleaner
2948,16/06/15,yogurt
1273,04/05/15,whole milk
1155,27/12/15,brandy
1672,05/02/15,brandy
3841,02/04/15,yogurt
1683,20/08/15,pip fruit
1774,07/08/15,other vegetables
4441,17/06/15,dishes
1929,02/05/15,soda
1273,31/01/15,pastry
2920,11/10/15,beef
2467,18/04/15,yogurt
2678,28/11/15,dessert
3423,02/06/15,flower (seeds)
4223,19/07/15,bottled water
2846,23/09/15,liquor
4103,26/07/15,whole milk
4789,02/05/15,curd
4916,26/02/15,other vegetables
2518,03/05/15,other vegetables
2622,07/03/15,pip fruit
4321,29/01/15,chocolate
2050,28/06/15,other vegetables
2146,20/06/15,newspapers
3938,26/05/15,ham
1636,19/09/15,bottled beer
4694,29/07/15,whole milk
2432,07/07/15,frozen fish
4937,18/05/15,sausage
1293,01/03/15,light bulbs
2883,17/02/15,butter
2267,30/01/15,frozen vegetables
3997,09/06/15,herbs
4792,20/07/15,UHT-milk
2292,25/03/15,root vegetables
1018,23/05/15,root vegetables
4922,13/02/15,ice cream
3151,25/09/15,dessert
2517,04/07/15,UHT-milk
1499,17/05/15,whole milk
4993,21/01/15,brown bread
1606,11/11/15,other vegetables
2918,10/08/15,ham
1815,13/01/15,bottled water
4524,05/07/15,butter
1395,11/06/15,soda
3456,16/06/15,whole milk
1597,05/02/15,whole milk
2315,02/05/15,other vegetables
4095,29/09/15,ham
3680,24/11/15,whole milk
2847,23/11/15,white bread
3426,25/10/15,yogurt
4750,04/08/15,whipped/sour cream
1384,09/08/15,specialty chocolate
3120,09/08/15,yogurt
1081,25/04/15,butter milk
1171,05/05/15,onions
4932,08/07/15,fruit/vegetable juice
4189,11/09/15,whole milk
4455,09/09/15,soda
2928,11/02/15,root vegetables
4817,18/03/15,whole milk
4257,28/06/15,herbs
4254,20/07/15,white wine
4071,19/09/15,soda
2109,28/10/15,tropical fruit
1412,05/07/15,margarine
4088,23/09/15,whole milk
4056,20/10/15,root vegetables
4441,05/05/15,soda
4363,01/07/15,soda
2107,27/11/15,bottled water
2941,23/02/15,brown bread
1497,26/07/15,butter milk
2211,01/01/15,pastry
3510,02/01/15,whole milk
4074,27/05/15,cream cheese 
3190,21/11/15,liquor
2297,01/03/15,shopping bags
3311,01/07/15,specialty cheese
3085,21/01/15,grapes
3693,16/11/15,root vegetables
4859,07/07/15,other vegetables
2125,25/06/15,frozen meals
2261,04/04/15,root vegetables
3679,27/11/15,grapes
4165,18/08/15,citrus fruit
3538,01/03/15,other vegetables
3913,19/02/15,other vegetables
2336,14/04/15,other vegetables
3549,01/08/15,misc. beverages
4434,21/09/15,mayonnaise
2854,08/02/15,whole milk
3413,08/02/15,sausage
1780,13/10/15,canned fish
2899,06/09/15,pastry
2106,13/08/15,other vegetables
3929,30/07/15,yogurt
3857,01/10/15,tropical fruit
4459,18/12/15,beverages
4551,28/07/15,artif. sweetener
4042,17/12/15,soda
2599,06/05/15,curd
1045,25/11/15,onions
4677,24/01/15,whole milk
1580,14/06/15,whole milk
3269,07/10/15,whole milk
4368,29/01/15,bottled water
1111,20/11/15,semi-finished bread
4841,13/09/15,citrus fruit
3047,07/09/15,whole milk
4349,14/03/15,citrus fruit
3580,24/11/15,canned beer
2370,18/07/15,pastry
3094,28/06/15,bottled beer
1146,12/09/15,margarine
2287,16/12/15,tropical fruit
3911,23/08/15,salt
4891,19/04/15,cream cheese 
4837,02/12/15,bottled beer
4464,21/10/15,ice cream
2940,18/10/15,rolls/buns
4972,06/02/15,chicken
4890,03/07/15,tidbits
4295,17/07/15,butter milk
2729,24/09/15,other vegetables
1125,19/11/15,citrus fruit
1850,11/01/15,hamburger meat
2928,22/09/15,frozen meals
3717,30/05/15,frozen vegetables
3809,24/03/15,ham
3437,02/02/15,berries
1481,17/01/15,pip fruit
1050,04/05/15,whole milk
2918,16/03/15,pork
4499,08/08/15,tropical fruit
4117,06/01/15,bottled beer
1630,22/05/15,tropical fruit
3715,11/05/15,whole milk
3512,17/11/15,rolls/buns
1197,27/04/15,yogurt
3958,04/03/15,rolls/buns
4890,14/09/15,condensed milk
3112,19/05/15,nuts/prunes
4502,22/11/15,soda
4719,01/06/15,pip fruit
1516,28/01/15,oil
4281,18/10/15,soda
1566,30/04/15,ketchup
4641,29/11/15,other vegetables
2561,26/02/15,whipped/sour cream
2344,17/12/15,yogurt
2643,21/04/15,whole milk
3236,09/04/15,rolls/buns
4863,30/12/15,curd
2264,12/01/15,tropical fruit
3168,20/03/15,coffee
1282,18/11/15,yogurt
2832,02/11/15,frozen vegetables
3067,27/11/15,frozen meals
1847,17/04/15,rolls/buns
3525,14/02/15,frozen vegetables
1231,14/10/15,root vegetables
3471,28/03/15,vinegar
2421,22/11/15,whole milk
4092,14/06/15,candy
1577,16/03/15,cream cheese 
3463,13/06/15,bottled water
3518,01/08/15,brown bread
4325,14/10/15,beef
4947,18/11/15,chicken
2194,11/01/15,pip fruit
2868,20/03/15,hamburger meat
3211,30/09/15,whole milk
4537,01/01/15,brown bread
2243,15/09/15,rolls/buns
2399,21/01/15,margarine
4133,22/01/15,yogurt
2937,17/06/15,chewing gum
1029,14/03/15,ham
4384,22/09/15,canned fish
3756,22/07/15,bottled water
1646,19/06/15,ham
3066,30/11/15,root vegetables
1259,27/11/15,root vegetables
2245,28/01/15,shopping bags
3289,01/03/15,soft cheese
3742,22/08/15,hamburger meat
4537,09/04/15,grapes
4531,29/09/15,meat
3764,05/10/15,pork
1581,13/08/15,onions
2859,11/02/15,herbs
2175,06/03/15,sliced cheese
1301,03/11/15,pip fruit
3465,01/11/15,soda
2203,27/06/15,onions
2113,16/08/15,pork
3072,26/01/15,citrus fruit
2805,17/08/15,canned beer
2511,14/07/15,cat food
2120,26/01/15,whole milk
2346,24/04/15,specialty cheese
2071,14/10/15,whole milk
2610,26/02/15,shopping bags
3489,18/11/15,other vegetables
3458,13/08/15,whole milk
4869,06/02/15,hygiene articles
2580,11/04/15,chicken
3305,24/06/15,chocolate
3811,24/06/15,other vegetables
1782,16/08/15,yogurt
3050,07/04/15,whole milk
4924,14/09/15,butter
1480,21/11/15,soda
3508,15/08/15,hygiene articles
2545,18/11/15,frozen dessert
3638,06/06/15,pip fruit
3971,30/12/15,bottled beer
4536,06/04/15,pip fruit
2707,12/06/15,yogurt
1382,29/09/15,packaged fruit/vegetables
4648,14/09/15,instant coffee
2699,18/04/15,whole milk
3119,05/02/15,chicken
4695,09/09/15,canned beer
4778,24/08/15,coffee
3451,26/04/15,whole milk
2221,16/12/15,shopping bags
4217,23/11/15,liquor
1334,07/06/15,onions
2499,22/11/15,frozen meals
3585,21/07/15,other vegetables
3161,08/11/15,other vegetables
2434,06/06/15,pastry
4448,06/01/15,tropical fruit
4597,13/07/15,seasonal products
4584,09/10/15,tropical fruit
1606,10/03/15,bottled beer
3323,12/11/15,sausage
1308,14/03/15,root vegetables
1331,07/10/15,domestic eggs
2386,30/01/15,frozen dessert
3910,28/02/15,photo/film
4274,01/08/15,whole milk
3101,21/01/15,brown bread
4416,23/12/15,whole milk
2375,09/12/15,butter
1819,09/09/15,tropical fruit
3981,02/10/15,dessert
3553,01/06/15,ham
3846,28/01/15,domestic eggs
3037,23/02/15,ham
3469,09/02/15,brown bread
1601,09/12/15,root vegetables
4040,03/03/15,berries
3926,07/06/15,shopping bags
4201,14/10/15,house keeping products
4274,30/09/15,processed cheese
2665,13/04/15,detergent
3153,08/10/15,other vegetables
2691,07/09/15,domestic eggs
4022,31/07/15,yogurt
3716,10/11/15,cake bar
4537,12/10/15,rolls/buns
4875,11/06/15,cream cheese 
3822,25/09/15,ice cream
3609,12/12/15,vinegar
4428,23/08/15,citrus fruit
3947,16/04/15,packaged fruit/vegetables
2448,17/08/15,rolls/buns
2688,11/04/15,canned vegetables
3764,24/07/15,margarine
4523,24/08/15,brown bread
3698,30/08/15,yogurt
3898,21/08/15,bottled beer
1761,02/10/15,seasonal products
2689,11/01/15,whole milk
1627,11/04/15,pastry
4629,16/11/15,candy
2790,30/12/15,other vegetables
4496,23/01/15,bottled water
1934,27/02/15,napkins
2513,12/02/15,coffee
3298,28/01/15,herbs
4214,20/03/15,root vegetables
2480,14/08/15,whole milk
4962,29/03/15,yogurt
3960,20/06/15,long life bakery product
2074,23/01/15,chicken
2625,03/10/15,rolls/buns
1557,04/08/15,hamburger meat
2007,28/08/15,photo/film
2120,07/10/15,pip fruit
4289,08/09/15,liquor (appetizer)
2356,31/01/15,rolls/buns
4301,30/09/15,soda
2950,07/02/15,whole milk
2263,02/07/15,tropical fruit
3186,25/11/15,other vegetables
2655,01/07/15,rolls/buns
1491,18/06/15,citrus fruit
2069,10/02/15,specialty chocolate
3012,20/09/15,brown bread
2681,24/02/15,pastry
4144,06/11/15,waffles
3919,07/10/15,root vegetables
2777,01/06/15,herbs
4119,09/05/15,onions
3597,23/06/15,whole milk
2110,15/05/15,domestic eggs
3523,19/04/15,rolls/buns
3364,14/09/15,beverages
3759,08/09/15,whole milk
4014,15/11/15,citrus fruit
3140,27/08/15,frozen meals
2787,24/06/15,rolls/buns
2525,16/11/15,other vegetables
2555,05/12/15,tropical fruit
2419,07/04/15,pip fruit
4257,21/08/15,pastry
4267,16/06/15,cream cheese 
2364,08/09/15,coffee
4008,04/05/15,pip fruit
1231,28/06/15,detergent
1651,06/05/15,other vegetables
1371,11/05/15,beef
2501,09/09/15,whole milk
1467,02/05/15,tropical fruit
1015,04/05/15,whole milk
4697,10/02/15,whole milk
2727,30/09/15,frozen meals
3592,10/06/15,bottled beer
1279,19/07/15,ham
1708,02/04/15,onions
2305,05/01/15,cream cheese 
3294,03/07/15,beef
4147,16/09/15,canned beer
3850,03/09/15,curd cheese
1624,22/12/15,berries
3023,06/05/15,hamburger meat
2771,26/08/15,sausage
1144,01/04/15,whole milk
3938,18/05/15,pork
4180,07/09/15,hamburger meat
1053,09/07/15,pastry
2671,27/07/15,sugar
2001,09/09/15,other vegetables
2095,29/09/15,other vegetables
3245,08/12/15,curd
4878,18/04/15,whole milk
3489,09/03/15,nuts/prunes
3300,25/07/15,newspapers
3090,14/02/15,white bread
4441,18/02/15,curd
1242,18/05/15,frozen meals
1190,11/06/15,root vegetables
1983,06/07/15,hamburger meat
1872,24/08/15,berries
4291,09/12/15,pip fruit
4400,11/12/15,whole milk
1628,05/02/15,yogurt
1345,21/03/15,citrus fruit
2732,02/04/15,other vegetables
3410,29/10/15,curd
1920,09/02/15,citrus fruit
3241,20/09/15,grapes
2962,26/04/15,long life bakery product
2492,10/04/15,frozen vegetables
2416,05/11/15,long life bakery product
1538,08/03/15,hamburger meat
3801,23/10/15,herbs
3202,29/09/15,tropical fruit
4471,28/02/15,butter
4939,14/10/15,other vegetables
2575,13/03/15,chicken
4419,23/12/15,citrus fruit
4217,01/12/15,bottled water
1968,10/01/15,tropical fruit
3084,12/08/15,margarine
4807,18/06/15,coffee
4781,22/11/15,cream cheese 
2432,06/10/15,condensed milk
2951,05/09/15,yogurt
1452,09/05/15,rolls/buns
1603,23/07/15,white bread
4727,21/11/15,whole milk
4751,19/11/15,soda
4296,24/01/15,fruit/vegetable juice
2555,11/11/15,processed cheese
1416,20/06/15,other vegetables
1919,18/08/15,soda
2069,02/07/15,fruit/vegetable juice
4509,23/07/15,bottled water
4864,22/07/15,rolls/buns
1575,04/01/15,whole milk
2969,28/09/15,other vegetables
4301,20/12/15,detergent
3855,02/12/15,whole milk
3202,16/04/15,newspapers
2167,14/03/15,soda
4148,07/01/15,whole milk
2517,28/01/15,cream cheese 
2840,24/03/15,butter
1212,19/06/15,cat food
2735,01/06/15,other vegetables
1212,31/07/15,other vegetables
1324,26/03/15,processed cheese
2431,29/06/15,yogurt
4526,08/06/15,canned beer
1662,12/06/15,bottled water
3802,15/10/15,whipped/sour cream
2532,08/01/15,sugar
1316,26/03/15,frozen vegetables
2304,01/07/15,whole milk
1955,13/02/15,rolls/buns
2243,31/01/15,soda
3859,03/08/15,curd
3156,02/08/15,berries
4605,23/10/15,margarine
1864,27/09/15,whole milk
4102,13/05/15,soda
4835,22/05/15,rolls/buns
1668,14/03/15,curd
3130,02/05/15,bottled water
1110,20/11/15,soda
2240,07/07/15,frozen vegetables
4647,17/02/15,hard cheese
3872,07/02/15,frozen vegetables
3184,24/10/15,onions
4623,08/07/15,whipped/sour cream
2111,25/02/15,candles
3068,19/06/15,yogurt
4533,21/05/15,citrus fruit
3926,30/06/15,rolls/buns
1605,18/06/15,citrus fruit
4468,15/06/15,brown bread
2041,24/09/15,grapes
3835,11/05/15,bottled water
3601,03/02/15,yogurt
2307,29/06/15,berries
1767,18/04/15,rolls/buns
4251,21/12/15,root vegetables
1365,02/11/15,frozen vegetables
1665,11/04/15,UHT-milk
2447,25/06/15,yogurt
4825,05/09/15,frozen vegetables
4844,23/02/15,whole milk
3319,03/03/15,soda
2536,07/11/15,pastry
1857,10/08/15,long life bakery product
4133,27/07/15,semi-finished bread
2128,20/06/15,citrus fruit
1793,24/09/15,rolls/buns
3445,15/02/15,beverages
2041,17/07/15,liquor (appetizer)
1178,23/03/15,coffee
2080,21/04/15,whole milk
1928,17/09/15,canned beer
2884,08/05/15,cream cheese 
3532,25/01/15,pip fruit
1892,20/11/15,honey
2880,03/11/15,onions
2033,14/02/15,meat spreads
3176,17/01/15,citrus fruit
3768,16/01/15,curd
3404,07/12/15,whole milk
3891,22/11/15,sugar
2974,26/12/15,packaged fruit/vegetables
3831,07/03/15,flour
1924,02/03/15,dessert
4182,21/08/15,chewing gum
1811,24/05/15,bottled water
1283,13/11/15,frozen vegetables
2154,15/03/15,whole milk
4543,23/10/15,long life bakery product
4642,03/12/15,shopping bags
2360,18/02/15,other vegetables
3231,31/03/15,cocoa drinks
1356,08/09/15,soda
4895,10/08/15,cereals
3390,01/12/15,coffee
4495,06/03/15,waffles
1202,22/04/15,rolls/buns
1811,23/09/15,white wine
4996,20/02/15,tropical fruit
3291,02/08/15,semi-finished bread
1878,27/11/15,whole milk
1483,27/06/15,liquor (appetizer)
4683,23/09/15,root vegetables
4386,08/09/15,pip fruit
4825,15/11/15,UHT-milk
2549,13/05/15,liquor (appetizer)
4965,11/10/15,newspapers
3251,10/09/15,other vegetables
4932,20/11/15,soda
3986,23/07/15,bottled water
1616,19/01/15,coffee
1239,02/07/15,yogurt
4993,09/02/15,UHT-milk
2762,18/12/15,beef
1035,08/09/15,newspapers
4717,16/05/15,citrus fruit
4662,17/11/15,rolls/buns
4267,10/10/15,bottled beer
3500,18/01/15,tropical fruit
4866,21/08/15,canned beer
2492,18/06/15,root vegetables
1044,09/02/15,other vegetables
2070,19/12/15,bottled water
3761,06/08/15,beverages
1145,07/10/15,root vegetables
3324,06/06/15,butter
4455,26/12/15,Instant food products
3465,30/07/15,other vegetables
3940,16/01/15,semi-finished bread
4934,31/10/15,curd
3793,22/01/15,pastry
2956,02/12/15,bottled water
3662,20/07/15,rolls/buns
3755,14/04/15,hygiene articles
4173,11/05/15,hamburger meat
3353,06/03/15,bottled water
2193,03/09/15,soda
2086,02/06/15,frozen vegetables
1570,20/03/15,whipped/sour cream
1233,31/07/15,whole milk
4647,30/01/15,fruit/vegetable juice
3178,03/01/15,yogurt
2765,04/09/15,tropical fruit
4221,04/01/15,pet care
4265,12/12/15,root vegetables
3532,26/05/15,butter
1967,03/09/15,onions
3474,25/02/15,berries
4075,05/01/15,bottled water
1551,11/05/15,rum
4609,07/11/15,herbs
1975,26/09/15,root vegetables
4859,09/09/15,whole milk
1502,31/10/15,other vegetables
1901,21/04/15,tropical fruit
4487,20/07/15,onions
3364,29/06/15,salad dressing
2537,14/10/15,curd
4719,22/08/15,yogurt
2348,11/12/15,pastry
4294,03/12/15,sauces
3774,12/01/15,rolls/buns
2250,15/10/15,whole milk
3034,07/05/15,other vegetables
1799,07/08/15,other vegetables
1278,07/11/15,root vegetables
2837,22/04/15,yogurt
3056,15/08/15,other vegetables
2447,15/10/15,root vegetables
1452,27/10/15,chewing gum
4838,31/01/15,cream cheese 
4822,04/07/15,pastry
2571,02/05/15,tropical fruit
4310,27/02/15,spices
2133,11/07/15,brown bread
3568,17/10/15,bottled beer
4474,10/11/15,brown bread
3354,27/01/15,salty snack
2389,04/06/15,yogurt
1742,05/07/15,photo/film
2574,18/05/15,canned beer
4498,07/04/15,yogurt
4612,30/04/15,other vegetables
1075,29/01/15,rolls/buns
1371,22/01/15,whipped/sour cream
2960,21/06/15,salty snack
4434,23/02/15,rolls/buns
1378,12/10/15,hamburger meat
1615,25/01/15,beverages
2503,08/02/15,whole milk
2381,01/04/15,whole milk
1613,25/08/15,cookware
1031,26/08/15,cream cheese 
3200,01/04/15,specialty chocolate
1138,24/02/15,butter milk
4958,24/05/15,butter
4858,15/02/15,frozen meals
1616,08/12/15,pip fruit
1270,03/02/15,cereals
2347,27/01/15,red/blush wine
2076,04/12/15,margarine
3597,07/07/15,curd
2151,29/09/15,pork
2940,07/11/15,whole milk
3475,14/12/15,root vegetables
2715,15/03/15,other vegetables
3644,02/10/15,pastry
4573,25/01/15,curd
1649,29/11/15,frozen meals
4079,17/08/15,whole milk
1844,13/11/15,salty snack
1420,08/12/15,rolls/buns
2879,23/07/15,whipped/sour cream
2440,08/06/15,frozen meals
4095,29/12/15,other vegetables
2437,15/11/15,napkins
1324,24/01/15,condensed milk
4184,15/12/15,beverages
4574,03/10/15,pastry
4881,26/03/15,coffee
3790,04/08/15,dish cleaner
2616,17/03/15,whole milk
1275,04/06/15,hygiene articles
2131,15/04/15,yogurt
2509,03/02/15,rolls/buns
3077,31/08/15,salty snack
3653,12/09/15,rolls/buns
2922,26/12/15,onions
2971,27/01/15,hamburger meat
1463,28/09/15,specialty bar
4323,11/10/15,tropical fruit
2632,01/07/15,coffee
1481,04/06/15,pip fruit
1283,06/03/15,whipped/sour cream
1164,01/02/15,sliced cheese
4275,11/09/15,bottled water
2600,18/02/15,cake bar
2084,15/08/15,root vegetables
1621,20/02/15,canned fruit
1291,06/03/15,rolls/buns
3301,25/04/15,cream cheese 
2715,08/01/15,male cosmetics
4150,26/08/15,pastry
1775,11/10/15,cat food
2073,04/02/15,whole milk
1912,22/08/15,bottled water
4033,06/06/15,root vegetables
4877,28/02/15,bottled water
2590,28/09/15,hamburger meat
3982,28/01/15,liquor (appetizer)
2782,09/06/15,other vegetables
2100,27/01/15,other vegetables
1785,21/12/15,bottled water
3166,28/04/15,hygiene articles
2251,29/03/15,whole milk
1528,20/02/15,curd
2012,29/03/15,cling film/bags
3309,28/10/15,packaged fruit/vegetables
1220,08/09/15,waffles
2165,17/06/15,pastry
3337,01/02/15,liver loaf
4058,30/12/15,cream cheese 
1000,27/05/15,pickled vegetables
3357,08/06/15,newspapers
2222,08/01/15,dental care
1207,14/11/15,whole milk
3511,07/06/15,specialty cheese
2171,02/08/15,curd
3078,01/09/15,other vegetables
3879,25/06/15,soda
3472,06/02/15,whole milk
4519,03/11/15,beef
3275,26/10/15,napkins
1763,13/09/15,hard cheese
4619,27/05/15,UHT-milk
2955,05/06/15,soda
2700,15/11/15,canned fish
2830,28/05/15,salty snack
4940,21/08/15,coffee
1311,29/06/15,red/blush wine
4116,01/05/15,soda
1476,22/03/15,frozen vegetables
2918,04/11/15,bottled water
4121,01/11/15,shopping bags
1824,01/11/15,bottled beer
4293,05/07/15,rolls/buns
4308,05/12/15,spread cheese
2998,14/07/15,yogurt
2874,05/01/15,hygiene articles
1281,11/02/15,coffee
3471,14/01/15,hygiene articles
1936,15/08/15,berries
4163,30/05/15,dishes
3369,29/12/15,other vegetables
2335,13/01/15,other vegetables
3957,15/02/15,frozen potato products
4841,02/05/15,rolls/buns
2184,07/12/15,beverages
3118,29/12/15,soda
4728,25/04/15,chocolate marshmallow
2527,11/08/15,whole milk
2926,08/11/15,whole milk
1773,01/11/15,pip fruit
1801,12/06/15,newspapers
1916,13/11/15,yogurt
2523,04/04/15,curd
2550,08/06/15,snack products
1319,19/05/15,frozen meals
1649,16/05/15,rolls/buns
2202,07/08/15,newspapers
2569,16/07/15,yogurt
2925,22/08/15,herbs
2293,24/06/15,long life bakery product
2190,11/10/15,bottled water
2234,24/12/15,liquor (appetizer)
4779,24/10/15,other vegetables
3031,27/10/15,whole milk
4275,05/07/15,salty snack
2696,09/05/15,curd
4453,02/08/15,frozen vegetables
4776,08/02/15,butter
3471,12/10/15,rolls/buns
3143,21/01/15,rolls/buns
4312,22/04/15,whole milk
3327,04/05/15,dishes
4344,06/05/15,specialty bar
1718,11/03/15,red/blush wine
3041,10/07/15,berries
4110,06/02/15,brown bread
2947,28/04/15,tropical fruit
4280,06/12/15,white wine
3022,15/11/15,canned fish
1941,16/09/15,other vegetables
4494,06/08/15,frozen meals
2749,22/06/15,citrus fruit
1241,22/05/15,other vegetables
2066,23/03/15,yogurt
1777,11/07/15,curd
2178,03/05/15,beef
4727,11/04/15,root vegetables
3433,01/10/15,red/blush wine
3035,08/11/15,pastry
1464,07/03/15,pastry
4161,03/05/15,tropical fruit
2654,25/11/15,berries
2206,21/03/15,herbs
3950,05/12/15,herbs
1706,07/03/15,bottled water
3726,26/05/15,other vegetables
3325,29/11/15,white bread
3732,29/11/15,oil
2563,06/01/15,other vegetables
4924,01/03/15,whole milk
1742,12/12/15,detergent
4929,27/07/15,grapes
1092,09/10/15,other vegetables
1907,19/07/15,newspapers
3540,05/03/15,whole milk
2990,11/07/15,meat spreads
4088,05/03/15,yogurt
2028,20/12/15,root vegetables
3026,24/01/15,domestic eggs
2209,20/04/15,rolls/buns
4071,15/10/15,onions
4393,24/11/15,herbs
2047,08/05/15,canned beer
4610,19/07/15,newspapers
1269,30/09/15,whole milk
3629,11/01/15,detergent
1899,19/10/15,butter milk
1982,24/02/15,butter
4977,19/04/15,bottled beer
2399,12/02/15,curd
2675,15/09/15,rolls/buns
2760,12/07/15,newspapers
2058,04/06/15,chocolate marshmallow
4065,07/07/15,other vegetables
1450,16/11/15,yogurt
3739,06/08/15,whole milk
3128,21/07/15,newspapers
2331,28/11/15,tropical fruit
2505,10/10/15,whipped/sour cream
3758,13/01/15,coffee
3574,13/02/15,margarine
2563,29/12/15,whole milk
2128,09/07/15,brown bread
1230,27/01/15,butter milk
4373,12/08/15,rolls/buns
1693,05/09/15,specialty chocolate
2743,13/07/15,whole milk
1612,05/03/15,rolls/buns
1835,22/06/15,jam
3574,08/05/15,sliced cheese
4102,08/04/15,artif. sweetener
1283,15/03/15,onions
4719,04/10/15,pasta
4596,05/06/15,bottled water
1380,13/05/15,yogurt
1150,04/12/15,fruit/vegetable juice
2937,20/06/15,whole milk
2495,04/07/15,newspapers
3581,25/12/15,sliced cheese
3458,27/04/15,butter
3723,14/03/15,snack products
2249,22/01/15,bottled water
1430,17/12/15,other vegetables
3039,28/11/15,whole milk
3455,01/02/15,other vegetables
1831,09/01/15,whole milk
4831,27/02/15,pastry
3816,18/12/15,fruit/vegetable juice
2314,06/09/15,yogurt
2743,24/03/15,pastry
