Member_number,Date,itemDescription
1135,29/04/15,whole milk
1394,14/02/15,whole milk
2381,13/01/15,sausage
4110,28/11/15,whole milk
4043,21/01/15,frankfurter
3491,06/06/15,fruit/vegetable juice
2044,16/12/15,meat
4191,28/04/15,other vegetables
1312,18/05/15,frankfurter
2191,10/11/15,specialty cheese
1032,23/08/15,yogurt
3790,28/10/15,chicken
3588,19/08/15,whole milk
4598,18/03/15,curd
3394,15/06/15,pastry
2202,24/06/15,frankfurter
2431,18/07/15,chicken
4207,17/03/15,frozen dessert
2580,24/10/15,tropical fruit
4825,09/06/15,tropical fruit
4368,12/10/15,sausage
4852,17/06/15,whole milk
1595,20/06/15,finished products
1678,14/09/15,pork
4667,07/05/15,beef
2631,27/09/15,sausage
1623,01/03/15,citrus fruit
1784,26/05/15,pip fruit
2379,19/09/15,soda
4361,27/01/15,other vegetables
3419,25/07/15,tropical fruit
1286,12/08/15,whole milk
1236,11/05/15,whole milk
3585,06/03/15,ham
4773,09/11/15,tropical fruit
4114,05/04/15,canned beer
4700,16/03/15,ham
4120,01/12/15,chicken
3416,07/07/15,grapes
1038,02/04/15,whole milk
3267,18/01/15,frankfurter
3402,06/01/15,curd
3013,21/08/15,bottled beer
4807,27/01/15,beef
2172,02/03/15,citrus fruit
1388,03/04/15,UHT-milk
3309,21/01/15,salty snack
2194,05/06/15,canned beer
4603,21/01/15,pork
1631,05/02/15,domestic eggs
2712,11/09/15,other vegetables
2757,28/04/15,beef
4761,08/09/15,sausage
2688,22/11/15,dish cleaner
2458,23/08/15,frankfurter
4087,26/08/15,frankfurter
4677,15/10/15,frankfurter
3250,12/04/15,tropical fruit
3488,19/08/15,frankfurter
1679,24/06/15,other vegetables
4820,23/07/15,whole milk
2079,16/05/15,soda
2460,27/10/15,chicken
4286,06/06/15,other vegetables
3050,10/08/15,whole milk
2888,05/09/15,sausage
2376,28/05/15,sausage
4748,23/03/15,pork
2311,06/06/15,bottled water
4765,05/07/15,butter milk
4199,04/08/15,soda
2592,20/03/15,chicken
1403,15/05/15,frankfurter
4031,03/01/15,frankfurter
1416,04/03/15,sausage
4022,24/04/15,chicken
3674,22/03/15,beverages
3430,16/04/15,fruit/vegetable juice
1113,29/03/15,pork
4178,22/01/15,frankfurter
4037,09/05/15,soda
3917,13/09/15,whipped/sour cream
4658,14/07/15,sausage
1408,23/07/15,root vegetables
4940,17/04/15,liquor
1639,10/10/15,frankfurter
4139,26/11/15,coffee
2799,17/06/15,butter
4041,16/10/15,soda
3508,07/02/15,seasonal products
1584,11/03/15,frankfurter
4006,02/07/15,canned beer
4593,07/04/15,other vegetables
4875,22/08/15,pastry
2534,09/08/15,pet care
2413,13/12/15,baking powder
1909,10/01/15,sausage
4367,15/11/15,sugar
4240,28/10/15,pet care
1866,08/11/15,pet care
3905,19/06/15,berries
4906,16/09/15,tropical fruit
4478,04/12/15,soda
2765,22/07/15,beef
4178,13/11/15,tropical fruit
4330,22/06/15,finished products
1659,25/03/15,chewing gum
2406,24/10/15,curd
3465,15/01/15,chicken
3178,22/10/15,bottled beer
2218,02/07/15,herbs
3980,09/04/15,yogurt
2519,14/03/15,sausage
2568,09/10/15,sausage
1130,15/01/15,tropical fruit
1231,20/05/15,white wine
2654,22/09/15,frankfurter
3913,21/03/15,canned beer
3276,23/02/15,chicken
4094,30/03/15,turkey
3997,19/07/15,curd cheese
2313,18/02/15,berries
2716,10/09/15,tropical fruit
3923,27/01/15,frankfurter
4541,18/04/15,coffee
4524,26/08/15,whole milk
1750,08/02/15,onions
1527,30/12/15,domestic eggs
1379,01/07/15,other vegetables
2380,09/10/15,hamburger meat
3259,02/09/15,sausage
3268,13/07/15,citrus fruit
3117,03/03/15,pork
1972,02/06/15,pork
1154,06/04/15,root vegetables
2408,25/03/15,sausage
2400,22/03/15,bottled beer
1286,08/03/15,herbs
3505,21/07/15,soda
4503,19/12/15,tropical fruit
4292,27/03/15,sausage
4906,30/09/15,soda
2745,08/04/15,tropical fruit
4682,17/05/15,sausage
2553,01/02/15,whole milk
3985,18/02/15,beverages
2741,28/09/15,liver loaf
2642,01/04/15,frankfurter
1873,14/02/15,yogurt
3738,15/07/15,other vegetables
2042,17/11/15,yogurt
4669,27/05/15,whole milk
2045,16/08/15,pork
3450,03/10/15,berries
2225,12/03/15,berries
2290,10/09/15,other vegetables
4494,02/11/15,chicken
3539,24/01/15,root vegetables
1002,26/04/15,tropical fruit
3222,05/08/15,citrus fruit
1711,22/11/15,frankfurter
2436,24/11/15,misc. beverages
2888,20/12/15,pip fruit
4665,26/02/15,sausage
2977,03/01/15,rolls/buns
3052,04/07/15,citrus fruit
4943,28/07/15,sausage
1323,03/11/15,syrup
1604,04/11/15,pip fruit
2794,12/09/15,whole milk
2253,21/07/15,frankfurter
2873,03/09/15,other vegetables
2707,22/06/15,bottled water
2718,25/01/15,whole milk
3711,08/07/15,whole milk
2960,17/02/15,finished products
1702,14/01/15,whole milk
4347,07/03/15,pork
2913,04/07/15,chocolate marshmallow
3893,15/04/15,root vegetables
1950,23/10/15,sausage
3205,20/03/15,sausage
1943,24/03/15,bottled water
3604,18/05/15,frankfurter
2048,16/12/15,pork
2176,08/08/15,frozen meals
2659,15/06/15,tropical fruit
3841,01/02/15,ham
1077,12/09/15,tropical fruit
2403,28/11/15,whole milk
3324,24/08/15,whole milk
4976,11/07/15,misc. beverages
3894,06/11/15,finished products
3718,18/10/15,berries
3652,18/09/15,other vegetables
4867,03/01/15,berries
1845,28/05/15,onions
2233,28/08/15,yogurt
1958,03/07/15,berries
1535,14/01/15,shopping bags
2187,16/08/15,whole milk
4557,19/10/15,turkey
1482,21/02/15,pip fruit
4614,07/06/15,pip fruit
1341,16/09/15,other vegetables
4768,13/03/15,hamburger meat
3683,04/12/15,pork
3471,29/05/15,pastry
4698,25/10/15,newspapers
4134,28/11/15,canned beer
1357,28/07/15,ham
2617,22/05/15,whole milk
2834,26/12/15,beef
1921,25/10/15,pip fruit
1248,25/08/15,beef
3945,04/10/15,seasonal products
2265,29/07/15,other vegetables
1046,18/06/15,whole milk
1484,24/02/15,root vegetables
3355,18/10/15,pork
4563,16/05/15,pork
4255,15/08/15,newspapers
3741,21/11/15,rolls/buns
2990,12/08/15,beef
1655,20/11/15,sausage
1878,22/02/15,brown bread
3877,11/01/15,pork
3370,12/11/15,root vegetables
3084,19/04/15,hamburger meat
1472,06/07/15,root vegetables
3160,22/01/15,chewing gum
1854,26/07/15,other vegetables
4113,19/07/15,tropical fruit
1551,11/08/15,frankfurter
3195,30/01/15,canned beer
1170,01/12/15,chicken
2653,07/12/15,whole milk
3494,04/07/15,citrus fruit
4787,25/05/15,pork
2008,21/10/15,whole milk
3692,20/02/15,hamburger meat
1016,23/04/15,soft cheese
4667,23/02/15,sausage
4191,10/05/15,pork
2015,12/05/15,pork
3002,19/02/15,tropical fruit
4068,10/01/15,frankfurter
4432,25/09/15,canned beer
3406,17/05/15,sausage
1844,10/02/15,root vegetables
4793,24/02/15,soda
3363,18/05/15,canned beer
2160,06/10/15,bottled beer
1448,19/03/15,pork
1346,08/05/15,pip fruit
3863,13/06/15,brown bread
4611,08/03/15,other vegetables
1368,15/07/15,beef
1808,04/02/15,long life bakery product
4589,08/12/15,sausage
2814,21/10/15,onions
4848,23/06/15,pork
3454,17/12/15,frankfurter
1118,27/07/15,ham
1863,11/02/15,tropical fruit
3154,05/01/15,rolls/buns
3251,26/12/15,frankfurter
4964,30/11/15,whole milk
4537,20/12/15,other vegetables
2063,27/11/15,root vegetables
4873,27/04/15,rolls/buns
1841,10/05/15,pip fruit
4420,25/02/15,rolls/buns
3593,27/08/15,frankfurter
4123,14/12/15,frankfurter
4571,05/04/15,citrus fruit
4503,26/11/15,pastry
4526,18/01/15,other vegetables
2241,18/10/15,ham
3694,17/12/15,cat food
4988,20/12/15,pork
4327,26/04/15,citrus fruit
2061,15/12/15,sausage
3345,30/09/15,soda
1937,19/01/15,citrus fruit
2055,08/11/15,other vegetables
4362,08/05/15,ham
4716,01/03/15,sausage
4657,14/01/15,sausage
3281,16/06/15,sausage
3252,15/02/15,sausage
4410,05/10/15,hygiene articles
4396,12/06/15,beef
3683,05/12/15,canned beer
2493,07/08/15,onions
1788,15/04/15,sausage
1846,18/05/15,sausage
4685,04/11/15,yogurt
2237,09/02/15,chicken
3755,28/09/15,beef
1280,12/08/15,UHT-milk
4019,06/08/15,pork
4875,03/10/15,tropical fruit
3552,02/09/15,canned vegetables
3134,07/06/15,tropical fruit
4797,04/07/15,sausage
1443,04/03/15,frankfurter
2171,31/03/15,rolls/buns
4153,27/05/15,pickled vegetables
2476,05/05/15,citrus fruit
1550,14/05/15,potato products
1885,25/12/15,turkey
2592,01/10/15,sausage
4607,17/11/15,white wine
3600,26/11/15,hamburger meat
2848,15/11/15,chicken
4160,19/04/15,turkey
2800,02/02/15,dessert
4882,31/10/15,tropical fruit
1908,10/06/15,beef
2045,07/12/15,pork
4728,15/02/15,white bread
4680,22/08/15,root vegetables
4780,05/04/15,frankfurter
1107,06/05/15,citrus fruit
3329,21/02/15,rolls/buns
4122,24/04/15,tropical fruit
2690,04/11/15,cream cheese 
2186,14/02/15,sausage
4871,15/11/15,turkey
1608,21/02/15,frankfurter
1116,23/07/15,chicken
1566,19/11/15,tropical fruit
3629,13/04/15,chicken
1835,01/04/15,root vegetables
1853,03/02/15,chicken
1880,15/09/15,bottled beer
2476,04/12/15,ketchup
1349,10/05/15,canned beer
3284,28/01/15,tropical fruit
1660,26/07/15,beef
1866,15/02/15,whole milk
1678,23/08/15,bottled water
2327,04/08/15,pork
4710,09/05/15,pork
4563,27/06/15,pip fruit
4555,31/03/15,specialty chocolate
4160,12/06/15,citrus fruit
2006,08/12/15,frankfurter
3120,12/06/15,sausage
3750,28/02/15,root vegetables
4985,26/12/15,root vegetables
2108,11/08/15,tropical fruit
2072,19/02/15,pip fruit
2391,27/06/15,sausage
1047,04/01/15,curd
2464,19/07/15,beef
2029,08/07/15,frankfurter
3704,22/01/15,root vegetables
1807,18/12/15,frankfurter
2337,15/08/15,hamburger meat
4614,24/10/15,vinegar
4105,29/05/15,tropical fruit
2600,12/05/15,pip fruit
4335,12/10/15,citrus fruit
4582,13/11/15,fruit/vegetable juice
3306,29/12/15,frankfurter
4789,11/09/15,whole milk
4744,20/01/15,hamburger meat
3029,31/05/15,long life bakery product
1144,28/01/15,soda
2273,27/11/15,hamburger meat
1475,17/12/15,frankfurter
1173,22/10/15,hard cheese
2148,19/07/15,newspapers
3334,03/05/15,chicken
2200,10/10/15,soft cheese
3973,02/09/15,pip fruit
2695,04/07/15,tropical fruit
3053,25/12/15,hamburger meat
2964,11/08/15,finished products
2494,13/06/15,pot plants
1603,07/09/15,whole milk
1264,07/12/15,tropical fruit
2809,10/04/15,whole milk
3180,15/09/15,bottled beer
4539,09/03/15,whole milk
2990,29/06/15,frankfurter
1969,11/02/15,citrus fruit
1191,08/08/15,hamburger meat
2690,20/10/15,cream
3803,20/10/15,sausage
3999,19/04/15,yogurt
3677,30/11/15,sausage
1168,11/02/15,bottled beer
1324,27/12/15,misc. beverages
3829,10/07/15,pickled vegetables
2664,20/09/15,chicken
3002,22/01/15,chicken
4305,23/06/15,herbs
2633,14/02/15,frankfurter
1120,14/01/15,soda
2870,25/02/15,white bread
2977,16/11/15,chicken
2135,25/01/15,beef
4460,12/07/15,root vegetables
2961,21/07/15,soda
2109,24/09/15,yogurt
1023,28/06/15,white bread
2645,26/06/15,syrup
2910,04/12/15,whole milk
3251,09/11/15,salt
2309,29/12/15,whole milk
2553,21/06/15,other vegetables
4100,22/04/15,sausage
2580,17/11/15,other vegetables
4628,10/12/15,fish
1073,08/06/15,pip fruit
1459,18/07/15,citrus fruit
3752,21/08/15,dishes
4655,21/03/15,meat
2484,20/06/15,pork
4990,15/03/15,sausage
2356,02/02/15,pip fruit
3476,21/04/15,bottled water
4643,25/01/15,whole milk
3287,02/02/15,onions
3468,14/11/15,liver loaf
2779,27/12/15,meat
3811,11/05/15,root vegetables
3122,13/10/15,citrus fruit
2874,22/01/15,soda
3148,28/03/15,bottled beer
4359,24/09/15,dessert
4510,26/03/15,bottled beer
3298,28/04/15,roll products 
3285,12/07/15,sausage
4752,11/02/15,yogurt
4741,25/02/15,chicken
3557,24/05/15,meat
4328,21/07/15,citrus fruit
1052,06/07/15,butter milk
1719,17/09/15,nuts/prunes
1360,05/02/15,root vegetables
1299,03/06/15,bottled beer
4260,16/11/15,chicken
1785,15/07/15,butter
3835,06/01/15,tropical fruit
1720,05/12/15,root vegetables
1872,05/04/15,tropical fruit
1406,23/03/15,sausage
3560,29/09/15,bottled water
4628,29/11/15,salty snack
2692,09/10/15,beef
4843,13/05/15,whole milk
4395,25/06/15,ham
1196,27/11/15,mayonnaise
1076,14/05/15,frankfurter
3519,28/01/15,hamburger meat
1335,18/10/15,whipped/sour cream
4988,29/10/15,candles
4437,20/10/15,beverages
2262,04/10/15,tropical fruit
4320,07/01/15,yogurt
1155,01/04/15,whole milk
3101,17/12/15,sausage
2433,19/10/15,bottled water
2051,14/11/15,canned beer
3144,16/08/15,tropical fruit
2000,23/08/15,bottled beer
2427,26/06/15,pork
2916,13/06/15,salty snack
1609,17/12/15,rolls/buns
2982,25/06/15,citrus fruit
1804,30/11/15,sausage
4997,27/12/15,tropical fruit
2789,28/01/15,whole milk
2512,23/04/15,canned beer
2641,01/03/15,whole milk
2102,10/05/15,rolls/buns
2979,17/07/15,sausage
3685,04/03/15,tropical fruit
2918,11/10/15,bottled beer
4640,31/01/15,domestic eggs
1149,06/08/15,soda
4608,05/01/15,whole milk
3794,26/11/15,tropical fruit
3014,04/11/15,ham
2083,28/03/15,brandy
1656,13/08/15,hard cheese
1482,24/07/15,bottled beer
3050,20/10/15,other vegetables
3882,23/04/15,finished products
2618,03/12/15,misc. beverages
4888,13/02/15,canned beer
2523,12/01/15,yogurt
4633,14/04/15,bottled water
2440,02/03/15,tropical fruit
2100,05/07/15,frankfurter
3691,12/02/15,yogurt
4499,06/05/15,bottled beer
2370,28/08/15,tropical fruit
3831,14/10/15,UHT-milk
4744,28/10/15,citrus fruit
4919,12/03/15,newspapers
4876,21/02/15,soda
1296,20/08/15,tropical fruit
4845,28/08/15,bottled water
4606,13/03/15,canned beer
1438,26/02/15,onions
2777,24/05/15,pastry
4220,10/08/15,tropical fruit
1943,07/01/15,hamburger meat
3535,01/09/15,pip fruit
2194,09/01/15,soda
2326,29/11/15,pork
4189,07/04/15,rolls/buns
1023,06/01/15,whipped/sour cream
3886,01/04/15,soda
1443,09/10/15,butter
1395,26/06/15,canned beer
1291,14/01/15,tropical fruit
1374,10/03/15,whole milk
4015,20/02/15,yogurt
3009,18/02/15,sausage
2961,16/11/15,frankfurter
3260,08/07/15,meat
1793,19/05/15,canned beer
2985,05/01/15,tropical fruit
1205,14/03/15,yogurt
1116,08/10/15,newspapers
1633,09/08/15,condensed milk
3600,30/07/15,pip fruit
4740,10/07/15,coffee
2677,23/12/15,sausage
1540,14/08/15,whole milk
4323,26/03/15,frankfurter
4320,18/04/15,canned beer
1363,16/06/15,whole milk
1761,09/08/15,rolls/buns
1733,23/06/15,pip fruit
1994,05/10/15,canned beer
4300,04/04/15,citrus fruit
4298,25/07/15,butter
1097,01/11/15,tropical fruit
3766,07/05/15,citrus fruit
2348,28/02/15,citrus fruit
4588,08/11/15,butter
3784,14/06/15,seasonal products
2787,05/03/15,brown bread
2056,24/11/15,newspapers
3986,25/07/15,tropical fruit
3861,07/07/15,rolls/buns
1094,07/01/15,sausage
4743,24/01/15,sausage
3543,02/06/15,whole milk
4914,14/03/15,pip fruit
2004,21/08/15,yogurt
4171,03/06/15,yogurt
3041,15/09/15,sausage
1324,10/07/15,citrus fruit
1524,06/08/15,UHT-milk
4260,30/05/15,sausage
1494,29/09/15,whole milk
2521,03/03/15,citrus fruit
2225,28/04/15,pork
3486,23/12/15,pip fruit
1422,28/02/15,canned beer
3082,20/02/15,canned beer
1114,12/03/15,dog food
4773,31/10/15,salty snack
1939,30/10/15,root vegetables
2723,03/11/15,meat
1361,08/09/15,whole milk
2294,10/05/15,rolls/buns
3915,05/03/15,pork
3579,30/12/15,other vegetables
2051,20/04/15,whole milk
2113,07/09/15,bottled water
1909,31/08/15,sausage
2328,22/02/15,beef
2948,19/06/15,organic sausage
3504,20/05/15,frozen meals
3069,09/04/15,mustard
2142,19/05/15,yogurt
4411,17/04/15,meat
1993,08/07/15,tropical fruit
4579,09/01/15,pip fruit
1177,14/10/15,rolls/buns
2499,24/04/15,root vegetables
4427,14/01/15,tropical fruit
2883,12/10/15,whipped/sour cream
1242,04/12/15,sausage
3409,11/12/15,frankfurter
1307,22/06/15,meat
3507,10/11/15,whole milk
2606,26/01/15,chicken
3048,06/06/15,long life bakery product
2007,23/11/15,cream cheese 
3072,26/01/15,whole milk
3354,14/01/15,citrus fruit
3656,11/03/15,tropical fruit
4417,18/05/15,sausage
3296,06/06/15,whole milk
1323,30/04/15,soups
1754,17/09/15,citrus fruit
3872,03/11/15,beef
3691,05/02/15,canned beer
1218,29/12/15,tropical fruit
1381,23/03/15,beverages
4550,02/03/15,canned beer
1377,06/02/15,meat
4388,19/02/15,cream cheese 
2157,14/07/15,meat
3321,25/12/15,sausage
3205,11/12/15,frankfurter
4444,22/07/15,sausage
2348,01/11/15,whole milk
4275,18/08/15,whole milk
3664,04/05/15,frozen vegetables
1627,11/02/15,root vegetables
1641,27/05/15,pip fruit
1461,21/12/15,bottled water
4266,17/06/15,soda
2754,02/05/15,liver loaf
3117,30/09/15,citrus fruit
1654,29/04/15,dish cleaner
1154,17/05/15,citrus fruit
1333,22/09/15,ham
2188,28/07/15,hamburger meat
4679,16/05/15,pork
2495,28/07/15,nuts/prunes
4117,10/12/15,canned beer
4035,12/01/15,sausage
1500,06/01/15,rolls/buns
4357,13/04/15,sausage
1199,21/11/15,rolls/buns
4467,22/11/15,frozen vegetables
4220,21/11/15,pip fruit
4376,16/07/15,whole milk
4190,24/12/15,frankfurter
4501,15/06/15,other vegetables
1454,22/10/15,white bread
3922,01/04/15,citrus fruit
3586,02/05/15,whole milk
2139,16/04/15,frankfurter
2475,10/11/15,beverages
3419,05/12/15,red/blush wine
2518,03/07/15,soda
1690,03/03/15,sausage
1281,02/06/15,finished products
2176,04/02/15,pastry
2787,13/03/15,specialty chocolate
3460,14/02/15,tropical fruit
3224,19/01/15,bottled beer
1540,26/11/15,skin care
3942,04/04/15,condensed milk
2939,03/08/15,root vegetables
3807,26/10/15,pip fruit
3380,16/05/15,root vegetables
1785,07/06/15,sausage
2625,06/03/15,bottled beer
1828,24/03/15,brown bread
4225,08/05/15,hard cheese
1646,28/08/15,soda
1412,16/11/15,soda
1892,24/04/15,whole milk
2535,10/11/15,frankfurter
4107,15/11/15,tropical fruit
1452,29/03/15,liver loaf
4853,17/09/15,yogurt
2196,23/08/15,soda
1026,28/05/15,root vegetables
3879,03/12/15,hamburger meat
4967,23/09/15,pip fruit
3408,05/11/15,bottled beer
3732,26/01/15,pip fruit
1040,26/11/15,tropical fruit
2612,31/05/15,dessert
1137,26/09/15,whole milk
4223,15/06/15,liver loaf
3832,17/07/15,frankfurter
2179,16/04/15,dessert
2604,12/02/15,root vegetables
2238,20/03/15,cream cheese 
2589,12/02/15,canned beer
2402,06/09/15,whole milk
4130,06/11/15,rolls/buns
4841,17/12/15,canned beer
1734,08/06/15,sausage
3748,27/03/15,canned beer
1021,22/10/15,liquor
1104,04/01/15,yogurt
2613,09/01/15,soups
4204,16/10/15,whole milk
2022,22/07/15,sausage
2242,05/06/15,rolls/buns
4352,20/07/15,pork
1945,05/02/15,curd
1427,26/11/15,rolls/buns
3709,08/09/15,frankfurter
1349,13/04/15,bottled water
4691,08/01/15,soda
1465,26/06/15,meat
2867,16/07/15,turkey
2381,17/05/15,coffee
2471,13/08/15,rolls/buns
3252,22/08/15,citrus fruit
4077,18/03/15,canned beer
2359,21/04/15,pastry
4430,02/12/15,frozen meals
3456,10/09/15,whipped/sour cream
2563,03/06/15,rolls/buns
2386,04/10/15,soda
4909,26/10/15,spread cheese
1014,03/10/15,whole milk
1389,18/02/15,root vegetables
4800,24/12/15,frankfurter
1069,20/08/15,bottled beer
1833,12/07/15,soda
4028,08/07/15,other vegetables
3919,09/02/15,curd
3086,02/01/15,pip fruit
2708,17/02/15,instant coffee
3513,29/08/15,frankfurter
3774,16/09/15,beef
4827,27/01/15,curd
4213,23/08/15,hamburger meat
4536,24/02/15,citrus fruit
1489,23/06/15,rolls/buns
2005,22/09/15,bottled beer
2429,29/06/15,pork
2721,10/08/15,cream cheese 
3909,09/02/15,tropical fruit
4808,20/08/15,beverages
4024,16/10/15,pork
2855,03/02/15,sausage
4881,28/07/15,yogurt
1214,10/01/15,meat
1608,10/11/15,tropical fruit
1724,09/09/15,hamburger meat
1911,02/06/15,root vegetables
3881,02/04/15,chicken
1780,27/08/15,dessert
4675,14/09/15,coffee
3497,24/09/15,pip fruit
1000,15/03/15,sausage
3955,28/08/15,sausage
4232,19/12/15,whole milk
3472,28/02/15,citrus fruit
4217,05/02/15,bottled water
3778,01/10/15,pastry
2666,06/04/15,sausage
3518,18/05/15,sausage
4525,28/09/15,whole milk
2975,28/01/15,liver loaf
1339,28/11/15,bottled water
2001,28/01/15,beef
2091,19/10/15,pet care
2453,28/08/15,meat
4681,28/02/15,cookware
2618,14/09/15,bottled beer
3389,26/01/15,whole milk
3044,29/09/15,frozen meals
3039,02/09/15,dessert
4563,14/05/15,grapes
2683,11/08/15,rolls/buns
4063,12/11/15,sausage
3014,19/10/15,sausage
4356,01/12/15,butter
3050,06/05/15,chicken
3613,05/06/15,whole milk
3152,24/11/15,rolls/buns
4187,28/10/15,rolls/buns
2001,03/03/15,citrus fruit
1584,26/01/15,rolls/buns
1475,28/03/15,pasta
4942,06/08/15,sausage
2083,07/11/15,tropical fruit
4685,27/08/15,waffles
2070,24/03/15,citrus fruit
2657,01/04/15,pasta
4012,04/04/15,semi-finished bread
2698,24/01/15,beef
2222,28/12/15,whole milk
2421,27/10/15,candy
2410,21/11/15,bottled water
2728,28/11/15,whole milk
4810,17/03/15,bottled beer
1391,01/08/15,yogurt
2167,08/12/15,whole milk
3048,20/08/15,sausage
3876,03/10/15,other vegetables
3937,19/11/15,tropical fruit
1167,16/02/15,coffee
4031,14/01/15,root vegetables
2946,24/05/15,frankfurter
2672,09/03/15,ham
3529,05/03/15,pip fruit
3986,18/11/15,yogurt
3312,29/07/15,meat
2392,15/12/15,soda
1756,03/03/15,pork
2875,01/11/15,whole milk
3871,31/07/15,bottled beer
4512,21/12/15,bottled water
2426,26/08/15,specialty bar
3728,04/10/15,berries
1093,28/03/15,dessert
3322,25/04/15,ham
1386,31/07/15,pork
3429,10/05/15,cat food
1932,07/09/15,whole milk
1865,03/12/15,margarine
4672,13/02/15,whole milk
4432,28/05/15,whole milk
2129,11/08/15,other vegetables
1104,18/03/15,domestic eggs
3529,13/09/15,canned beer
3271,27/12/15,sausage
1002,30/08/15,butter milk
2184,09/06/15,ham
4648,08/10/15,whole milk
3595,15/10/15,other vegetables
2752,10/10/15,sausage
4101,30/04/15,bottled beer
1793,04/12/15,misc. beverages
4224,04/10/15,brown bread
2846,15/08/15,whipped/sour cream
1697,23/02/15,tropical fruit
3884,07/04/15,citrus fruit
2669,24/09/15,pip fruit
4843,25/02/15,waffles
1663,11/11/15,tropical fruit
4169,19/03/15,frankfurter
2799,25/05/15,sausage
2178,20/12/15,frankfurter
3312,24/12/15,curd
3609,11/07/15,meat
1004,02/12/15,other vegetables
2401,15/01/15,whole milk
4165,10/02/15,domestic eggs
2017,14/02/15,pip fruit
2485,18/05/15,other vegetables
2261,18/06/15,sausage
1437,15/08/15,salty snack
4065,11/05/15,margarine
1904,18/04/15,whole milk
4573,28/05/15,frankfurter
4233,16/06/15,whole milk
3928,26/09/15,whole milk
4916,25/01/15,brown bread
2883,16/04/15,oil
2938,25/06/15,liquor (appetizer)
1063,23/01/15,rolls/buns
3365,28/06/15,bottled water
2795,06/05/15,citrus fruit
1336,04/04/15,citrus fruit
2937,31/07/15,whole milk
3391,21/12/15,frankfurter
3719,04/06/15,soda
3986,26/05/15,meat
2757,15/02/15,sausage
1783,07/07/15,sausage
4234,02/08/15,chocolate
3484,05/08/15,canned beer
3337,10/01/15,bottled beer
2472,17/01/15,liver loaf
1355,25/02/15,pastry
3072,08/06/15,beef
1817,21/08/15,canned beer
2063,10/09/15,newspapers
4216,28/04/15,sausage
2984,24/02/15,citrus fruit
3365,25/10/15,canned beer
2260,27/06/15,frankfurter
4798,24/08/15,rolls/buns
4952,22/10/15,canned beer
4778,24/01/15,frankfurter
1517,01/03/15,frankfurter
2433,31/07/15,soda
3938,31/07/15,meat
2569,30/06/15,white wine
2092,24/05/15,sausage
3174,09/02/15,brown bread
4513,04/11/15,frozen fruits
2467,04/02/15,hard cheese
3508,25/07/15,dessert
1939,02/07/15,coffee
1636,04/05/15,other vegetables
2443,12/01/15,frankfurter
4911,07/01/15,pork
3835,16/09/15,yogurt
2363,22/05/15,beef
2344,19/04/15,ham
3911,15/02/15,frankfurter
1450,08/07/15,hamburger meat
3495,18/11/15,white wine
1625,27/11/15,packaged fruit/vegetables
3265,09/12/15,specialty bar
3247,01/11/15,cat food
1777,08/07/15,finished products
1862,05/09/15,pork
2942,01/02/15,pork
2932,22/01/15,root vegetables
4049,01/08/15,tropical fruit
1954,06/08/15,pork
2321,16/06/15,bottled beer
2930,23/03/15,whole milk
3214,27/03/15,butter milk
4877,20/06/15,sausage
1277,07/06/15,whole milk
2239,13/12/15,whole milk
4929,26/03/15,misc. beverages
1390,02/03/15,waffles
1870,09/09/15,hamburger meat
3405,03/04/15,white wine
2338,08/12/15,canned beer
2051,11/09/15,frankfurter
3504,06/07/15,root vegetables
3405,13/04/15,ice cream
2512,02/09/15,processed cheese
4038,06/11/15,tropical fruit
1759,26/09/15,ham
2813,01/10/15,sausage
3055,18/08/15,other vegetables
1733,18/03/15,coffee
1913,18/08/15,pip fruit
4864,27/03/15,whole milk
4812,27/05/15,soda
3042,05/10/15,whole milk
4988,04/10/15,beverages
4486,21/07/15,hygiene articles
4069,03/05/15,pork
4600,14/07/15,salty snack
3588,05/05/15,pip fruit
4175,29/01/15,dessert
2599,30/07/15,white wine
4671,15/07/15,instant coffee
2270,09/06/15,pastry
2494,05/05/15,canned beer
1406,28/12/15,sausage
3910,18/12/15,rolls/buns
3358,21/02/15,dog food
1943,14/01/15,chicken
1995,12/06/15,soda
4666,24/02/15,instant coffee
1994,11/03/15,whole milk
4892,09/01/15,citrus fruit
3531,29/08/15,liver loaf
1148,15/04/15,sausage
1787,31/10/15,finished products
4215,31/05/15,canned beer
2158,01/08/15,ham
2510,29/09/15,soda
3180,19/10/15,pastry
3207,08/08/15,tropical fruit
1226,12/11/15,citrus fruit
1682,25/06/15,pip fruit
1509,04/11/15,yogurt
2364,21/06/15,root vegetables
4679,10/11/15,waffles
4324,05/01/15,sausage
3497,14/06/15,soda
1008,21/07/15,soda
4572,29/10/15,whole milk
4030,04/07/15,sausage
2422,12/08/15,sausage
2694,24/11/15,whole milk
3481,03/08/15,pork
3821,03/01/15,whole milk
3752,20/08/15,whole milk
3262,08/12/15,rolls/buns
1370,28/06/15,whole milk
1090,31/08/15,whisky
3862,18/11/15,newspapers
4495,08/04/15,rubbing alcohol
2492,01/11/15,ham
4688,01/08/15,sausage
3633,14/07/15,bottled beer
3709,08/08/15,pork
1220,09/02/15,specialty chocolate
4236,25/11/15,frankfurter
3308,19/08/15,nut snack
1183,12/06/15,bottled beer
1999,24/08/15,misc. beverages
4828,11/10/15,pork
3608,12/10/15,whole milk
3983,09/09/15,chocolate
