,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1439105,1995,4,10,2,1,1995-10-02,WN,19393,WN,N684,1578,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,1130,1130.0,0.0,0.0,0.0,0.0,1100-1159,18.0,1148.0,1324.0,6.0,1330,1330.0,0.0,0.0,0.0,0.0,1300-1359,0.0,,0.0,120.0,120.0,96.0,1.0,696.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865825,2002,4,11,9,6,2002-11-09,WN,19393,WN,N353,2340,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1950,1950.0,0.0,0.0,0.0,0.0,1900-1959,5.0,1955.0,2140.0,10.0,2130,2150.0,20.0,20.0,1.0,1.0,2100-2159,0.0,,0.0,220.0,240.0,225.0,1.0,1363.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612933,1993,1,1,18,1,1993-01-18,US,20355,US,,234,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,1755,1826.0,31.0,31.0,1.0,2.0,1700-1759,,,,,2014,2033.0,19.0,19.0,1.0,1.0,2000-2059,0.0,,0.0,79.0,67.0,,1.0,451.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218458,1999,2,5,17,1,1999-05-17,DL,19790,DL,N171DZ,385,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1845,1845.0,0.0,0.0,0.0,0.0,1800-1859,12.0,1857.0,2023.0,9.0,2050,2032.0,-18.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,125.0,107.0,86.0,1.0,595.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940564,1994,4,11,14,1,1994-11-14,AA,19805,AA,,1101,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,1935,1949.0,14.0,14.0,0.0,0.0,1900-1959,,,,,2230,2247.0,17.0,17.0,1.0,1.0,2200-2259,0.0,,0.0,175.0,178.0,,1.0,1097.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597445,2005,4,10,13,4,2005-10-13,NW,19386,NW,N531US,368,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,630,626.0,-4.0,0.0,0.0,-1.0,0600-0659,24.0,650.0,1212.0,4.0,1207,1216.0,9.0,9.0,0.0,0.0,1200-1259,0.0,,0.0,217.0,230.0,202.0,1.0,1589.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435135,2009,2,6,26,5,2009-06-26,UA,19977,UA,N536UA,365,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,809,838.0,29.0,29.0,1.0,1.0,0800-0859,15.0,853.0,845.0,9.0,822,854.0,32.0,32.0,1.0,2.0,0800-0859,0.0,,0.0,73.0,76.0,52.0,1.0,235.0,1,29.0,0.0,3.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542828,1991,3,7,14,7,1991-07-14,HP,19991,HP,,464,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1125,1201.0,36.0,36.0,1.0,2.0,1100-1159,,,,,1247,,,,,,1200-1259,0.0,,1.0,82.0,,,1.0,372.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733839,2003,1,1,28,2,2003-01-28,HP,19991,HP,N914AW,544,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,949,947.0,-2.0,0.0,0.0,-1.0,0900-0959,13.0,1000.0,1148.0,9.0,1210,1157.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,81.0,70.0,48.0,1.0,256.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694355,2014,1,1,30,4,2014-01-30,WN,19393,WN,N492WN,603,14307,1430702,30721,PVD,"Providence, RI",RI,44.0,Rhode Island,15,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,705,703.0,-2.0,0.0,0.0,-1.0,0700-0759,10.0,713.0,1023.0,5.0,1010,1028.0,18.0,18.0,1.0,1.0,1000-1059,0.0,,0.0,185.0,205.0,190.0,1.0,1072.0,5,0.0,0.0,18.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272727,2004,4,11,19,5,2004-11-19,WN,19393,WN,N410,277,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1300,1300.0,0.0,0.0,0.0,0.0,1300-1359,12.0,1312.0,1302.0,1.0,1310,1303.0,-7.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,70.0,63.0,50.0,1.0,304.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322313,2002,1,3,5,2,2002-03-05,AA,19805,AA,N2BCAA,755,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,14633,1463302,32547,RST,"Rochester, MN",MN,27.0,Minnesota,63,2033,2041.0,8.0,8.0,0.0,0.0,2000-2059,16.0,2057.0,2143.0,4.0,2141,2147.0,6.0,6.0,0.0,0.0,2100-2159,0.0,,0.0,68.0,66.0,46.0,1.0,268.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371489,2009,4,10,7,3,2009-10-07,9E,20363,9E,86989E,4308,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,1444,1456.0,12.0,12.0,0.0,0.0,1400-1459,11.0,1507.0,1723.0,4.0,1728,1727.0,-1.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,104.0,91.0,76.0,1.0,518.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863008,1989,4,12,17,7,1989-12-17,US,20355,US,,932,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,12391,1239101,31703,ISP,"Islip, NY",NY,36.0,New York,22,840,853.0,13.0,13.0,0.0,0.0,0800-0859,,,,,1009,1022.0,13.0,13.0,0.0,0.0,1000-1059,0.0,,0.0,89.0,89.0,,1.0,375.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884450,2005,1,2,17,4,2005-02-17,NW,19386,NW,N343NW,995,11986,1198602,31986,GRR,"Grand Rapids, MI",MI,26.0,Michigan,43,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,837,837.0,0.0,0.0,0.0,0.0,0800-0859,23.0,900.0,933.0,7.0,930,940.0,10.0,10.0,0.0,0.0,0900-0959,0.0,,0.0,53.0,63.0,33.0,1.0,120.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734737,2019,3,8,11,7,2019-08-11,MQ,20398,MQ,N905JH,3510,10155,1015502,30155,ACT,"Waco, TX",TX,48.0,Texas,74,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1031,1026.0,-5.0,0.0,0.0,-1.0,1000-1059,9.0,1035.0,1106.0,12.0,1122,1118.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,51.0,52.0,31.0,1.0,89.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541034,2001,4,11,24,6,2001-11-24,NW,19386,NW,-N3324,1760,10627,1062701,30627,BIS,"Bismarck/Mandan, ND",ND,38.0,North Dakota,66,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1111,1105.0,-6.0,0.0,0.0,-1.0,1100-1159,8.0,1113.0,1221.0,13.0,1229,1234.0,5.0,5.0,0.0,0.0,1200-1259,0.0,,0.0,78.0,89.0,68.0,1.0,386.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812222,2003,3,8,25,1,2003-08-25,DL,19790,DL,N394DA,994,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1335,1335.0,0.0,0.0,0.0,0.0,1300-1359,22.0,1357.0,1836.0,10.0,1839,1846.0,7.0,7.0,0.0,0.0,1800-1859,0.0,,0.0,184.0,191.0,159.0,1.0,1235.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346770,2015,1,1,19,1,2015-01-19,DL,19790,DL,N960DL,1309,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,1859,1859.0,0.0,0.0,0.0,0.0,1800-1859,16.0,1915.0,2018.0,7.0,2037,2025.0,-12.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,158.0,146.0,123.0,1.0,813.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82611,2001,2,6,14,4,2001-06-14,NW,19386,NW,N323Ã¤Ã¢,333,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1730,1731.0,1.0,1.0,0.0,0.0,1700-1759,23.0,1754.0,1923.0,12.0,1915,1935.0,20.0,20.0,1.0,1.0,1900-1959,0.0,,0.0,285.0,304.0,269.0,1.0,1979.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350795,1993,4,12,23,4,1993-12-23,DL,19790,DL,,676,14027,1402701,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12.0,Florida,33,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1240,1328.0,48.0,48.0,1.0,3.0,1200-1259,,,,,1529,1606.0,37.0,37.0,1.0,2.0,1500-1559,0.0,,0.0,169.0,158.0,,1.0,1197.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557764,2019,3,8,27,2,2019-08-27,OH,20397,OH,N585NN,5228,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,15919,1591904,31834,XNA,"Fayetteville, AR",AR,5.0,Arkansas,71,941,934.0,-7.0,0.0,0.0,-1.0,0900-0959,36.0,1010.0,1054.0,6.0,1108,1100.0,-8.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,147.0,146.0,104.0,1.0,754.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573676,2008,1,1,16,3,2008-01-16,B6,20409,B6,N590JB,309,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1710,1705.0,-5.0,0.0,0.0,-1.0,1700-1759,24.0,1729.0,1938.0,3.0,1949,1941.0,-8.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,339.0,336.0,309.0,1.0,2253.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243319,1998,1,2,21,6,1998-02-21,US,20355,US,N976VJ,756,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,930,928.0,-2.0,0.0,0.0,-1.0,0900-0959,12.0,940.0,1017.0,6.0,1026,1023.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,56.0,55.0,37.0,1.0,201.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336218,2002,3,8,13,2,2002-08-13,WN,19393,WN,N308,1791,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,13796,1379601,32457,OAK,"Oakland, CA",CA,6.0,California,91,2200,2255.0,55.0,55.0,1.0,3.0,2200-2259,10.0,2305.0,2400.0,5.0,2310,5.0,55.0,55.0,1.0,3.0,2300-2359,0.0,,0.0,70.0,70.0,55.0,1.0,337.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478214,2014,2,6,8,7,2014-06-08,WN,19393,WN,N404WN,4121,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1815,1941.0,86.0,86.0,1.0,5.0,1800-1859,18.0,1959.0,118.0,12.0,2350,130.0,100.0,100.0,1.0,6.0,2300-2359,0.0,,0.0,215.0,229.0,199.0,1.0,1546.0,7,14.0,0.0,14.0,0.0,72.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492443,2011,1,1,23,7,2011-01-23,AS,19930,AS,N607AS,507,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1600,1548.0,-12.0,0.0,0.0,-1.0,1600-1659,7.0,1555.0,1831.0,4.0,1845,1835.0,-10.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,165.0,167.0,156.0,1.0,978.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152076,2012,3,8,5,7,2012-08-05,MQ,20398,MQ,N809MQ,3952,13367,1336703,33367,MLI,"Moline, IL",IL,17.0,Illinois,41,13930,1393002,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,700,716.0,16.0,16.0,1.0,1.0,0700-0759,11.0,727.0,757.0,4.0,755,801.0,6.0,6.0,0.0,0.0,0700-0759,0.0,,0.0,55.0,45.0,30.0,1.0,139.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144813,2015,2,6,30,2,2015-06-30,OO,20304,OO,N920SW,5531,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,12003,1200302,31895,GTF,"Great Falls, MT",MT,30.0,Montana,84,1859,1858.0,-1.0,0.0,0.0,-1.0,1800-1859,16.0,1914.0,2051.0,4.0,2053,2055.0,2.0,2.0,0.0,0.0,2000-2059,0.0,,0.0,114.0,117.0,97.0,1.0,624.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137386,1997,2,6,20,5,1997-06-20,NW,19386,NW,N607NW,477,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,2025,2027.0,2.0,2.0,0.0,0.0,2000-2059,23.0,2050.0,2148.0,3.0,2154,2151.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,89.0,84.0,58.0,1.0,392.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065773,1997,1,1,14,2,1997-01-14,DL,19790,DL,N723DA,200,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1815,1924.0,69.0,69.0,1.0,4.0,1800-1859,21.0,1945.0,2046.0,7.0,1944,2053.0,69.0,69.0,1.0,4.0,1900-1959,0.0,,0.0,89.0,89.0,61.0,1.0,403.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226284,2012,4,11,4,7,2012-11-04,HA,19690,HA,N478HA,155,13830,1383002,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,817,801.0,-16.0,0.0,0.0,-2.0,0800-0859,6.0,807.0,831.0,4.0,851,835.0,-16.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,34.0,34.0,24.0,1.0,101.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707224,1988,1,3,22,2,1988-03-22,WN,19393,WN,,967,11540,1154001,30615,ELP,"El Paso, TX",TX,48.0,Texas,74,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1625,1625.0,0.0,0.0,0.0,0.0,1600-1659,,,,,1905,1902.0,-3.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,100.0,97.0,,1.0,677.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832710,2002,2,4,25,4,2002-04-25,UA,19977,UA,N949UA,1452,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,1025,1040.0,15.0,15.0,1.0,1.0,1000-1059,14.0,1054.0,1235.0,3.0,1236,1238.0,2.0,2.0,0.0,0.0,1200-1259,0.0,,0.0,71.0,58.0,41.0,1.0,296.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862692,2006,1,2,25,6,2006-02-25,AA,19805,AA,N499AA,883,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,1055,1050.0,-5.0,0.0,0.0,-1.0,1000-1059,11.0,1101.0,1339.0,3.0,1402,1342.0,-20.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,187.0,172.0,158.0,1.0,1076.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523766,2016,3,9,18,7,2016-09-18,WN,19393,WN,N953WN,2903,11042,1104203,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,10821,1082104,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1720,1720.0,0.0,0.0,0.0,0.0,1700-1759,13.0,1733.0,1822.0,4.0,1835,1826.0,-9.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,75.0,66.0,49.0,1.0,314.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471928,2006,3,8,10,4,2006-08-10,NW,19386,NW,N784NC,1759,15096,1509601,35096,SYR,"Syracuse, NY",NY,36.0,New York,22,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1611,1749.0,98.0,98.0,1.0,6.0,1600-1659,11.0,1800.0,1856.0,7.0,1737,1903.0,86.0,86.0,1.0,5.0,1700-1759,0.0,,0.0,86.0,74.0,56.0,1.0,374.0,2,0.0,0.0,0.0,11.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426029,2008,2,5,13,2,2008-05-13,US,20355,US,N770UW,1888,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1500,1451.0,-9.0,0.0,0.0,-1.0,1500-1559,8.0,1459.0,1822.0,3.0,1848,1825.0,-23.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,168.0,154.0,143.0,1.0,1088.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482681,1990,4,12,30,7,1990-12-30,DL,19790,DL,,788,14685,1468501,34685,SAV,"Savannah, GA",GA,13.0,Georgia,34,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1705,1745.0,40.0,40.0,1.0,2.0,1700-1759,,,,,1804,1838.0,34.0,34.0,1.0,2.0,1800-1859,0.0,,0.0,59.0,53.0,,1.0,215.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732875,2009,3,8,18,2,2009-08-18,YV,20378,YV,N715SF,7180,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11977,1197701,31977,GRB,"Green Bay, WI",WI,55.0,Wisconsin,45,1655,1653.0,-2.0,0.0,0.0,-1.0,1600-1659,16.0,1709.0,1742.0,3.0,1750,1745.0,-5.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,55.0,52.0,33.0,1.0,174.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861119,2005,1,2,9,3,2005-02-09,AA,19805,AA,N5FLAA,1093,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,14843,1484302,34819,SJU,"San Juan, PR",PR,72.0,Puerto Rico,3,900,904.0,4.0,4.0,0.0,0.0,0900-0959,10.0,914.0,1217.0,6.0,1224,1223.0,-1.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,144.0,139.0,123.0,1.0,1046.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732506,2007,1,1,26,5,2007-01-26,CO,19704,CO,N38727,555,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,900,900.0,0.0,0.0,0.0,0.0,0900-0959,16.0,916.0,1114.0,6.0,1132,1120.0,-12.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,332.0,320.0,298.0,1.0,2161.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218550,1990,1,2,27,2,1990-02-27,US,20355,US,,1087,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,645,645.0,0.0,0.0,0.0,0.0,0600-0659,,,,,912,913.0,1.0,1.0,0.0,0.0,0900-0959,0.0,,0.0,87.0,88.0,,1.0,512.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349794,2002,4,12,8,7,2002-12-08,DL,19790,DL,N916DL,915,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1000,954.0,-6.0,0.0,0.0,-1.0,1000-1059,35.0,1029.0,1141.0,5.0,1140,1146.0,6.0,6.0,0.0,0.0,1100-1159,0.0,,0.0,160.0,172.0,132.0,1.0,868.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56055,2002,3,7,26,5,2002-07-26,DL,19790,DL,N661DN,807,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1930,1928.0,-2.0,0.0,0.0,-1.0,1900-1959,11.0,1939.0,2055.0,7.0,2110,2102.0,-8.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,280.0,274.0,256.0,1.0,2158.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691028,2002,3,8,6,2,2002-08-06,UA,19977,UA,N586UA,978,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,1810,1817.0,7.0,7.0,0.0,0.0,1800-1859,10.0,1827.0,2009.0,3.0,2019,2012.0,-7.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,129.0,115.0,102.0,1.0,758.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814737,2008,1,1,18,5,2008-01-18,XE,20374,XE,N15941,3109,12278,1227801,30928,ICT,"Wichita, KS",KS,20.0,Kansas,62,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,715,715.0,0.0,0.0,0.0,0.0,0700-0759,13.0,728.0,902.0,14.0,905,916.0,11.0,11.0,0.0,0.0,0900-0959,0.0,,0.0,110.0,121.0,94.0,1.0,542.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
